Référence,Trajet,ID Trajet,Mode de transport Choisi,Plus rapide,Modes proposés au LLM,P(Marche) %,P(Vélo) %,P(Voiture Privée) %,P(Transports_collectifs) %,P(Train) %,P(Deux-roues motorisé) %,P(Autres modes) %,Lieu de résidence,Genre,Âge,Occupation principale,Type de logement,Motifs de déplacement,Distance parcourue,Méthode de sélection,Contrainte de chaîne,Anticipation,Fournisseur & Modèle,Température,Mémoire à court terme,Mémoire à long terme,Filtre de perception,Traits de personnalité,Météo Température (°C),Météo Condition,Météo Précipitations (mm),Raisonnement,Retard planification (s),Heure de calcul,Temps simulé,Heure de départ,ID Personne,ID Activité,Source des propositions,Écartées (motifs),Identifiant lot,Index retenu,Options présentées,Origine de la décision,Options (descriptif),Choc,Jour relatif au choc,Rôle,Raison d'exposition
2026-09-25_00_09,11,5db6a234-fad9-4673-94e0-d3aa2e646798,Voiture Privée,Voiture Privée,Voiture Privée,,,,,,,,Toulouse,Femme,58,Full-time worker,Terraced house,home,3.58,Un seul itinéraire disponible,retour_force,,,0,True,True,False,False,11.0,Clear/Sunny,0.0,"Un seul itinéraire disponible, sélection automatique",0,2026-09-24T22:10:36+00:00,1773787339,2026-03-17 22:42:19,861500,e4aeec1c-88a8-55d1-9ea4-e7ae001f3167,en_vol:1,"retour_force:foot,foot,bus,foot,foot,rail,foot",,0,1,,0:car:467s:3.58km,c1_bouchon_rocade,-11,,
2026-09-25_00_09,12,478c70cc-bf68-4157-a4e3-9b3e884ea045,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Marche | Marche | Transports_collectifs | Transports_collectifs,55.0,0.0,40.0,5.0,0.0,0.0,0.0,Toulouse,Femme,58,Full-time worker,Terraced house,Achats,1.38,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,9.0,Clear/Sunny,0.0,"Given the early hour and a very busy schedule ahead, the traveller prioritizes the speed and autonomy of the car, while walking remains a pleasant and reliable alternative for short distances. [Répartition estimée : walking 55% · car 40% · public_transport 5% — mode tiré au sort.]",0,2026-09-24T22:18:57+00:00,1773812536,2026-03-18 05:42:16,861500,aed95072-8296-5c1c-9b3d-d9af429efc62,en_vol:6,plafond:2,,0,6,direct,"0:car:175s:1.38km | 1:foot,bus,foot:606s:1.57km | 2:foot:1045s:1.4km | 3:foot:1140s:1.47km | 4:foot,bus,foot:1266s:3.05km | 5:foot,bus,foot:1533s:2.35km",c1_bouchon_rocade,-9,,
2026-09-25_00_09,13,5e39433b-9d32-4401-80ca-a8b5732ed370,Voiture Privée,Voiture Privée,Voiture Privée,,,,,,,,Toulouse,Femme,58,Full-time worker,Terraced house,home,1.32,Un seul itinéraire disponible,retour_force,,,0,True,True,False,False,8.0,Clear/Sunny,0.0,"Un seul itinéraire disponible, sélection automatique",0,2026-09-24T22:19:02+00:00,1773817554,2026-03-18 07:05:54,861500,ae774a46-7355-5cab-9934-cdf320ba3480,en_vol:1,"retour_force:foot,foot,bus,foot",,0,1,,0:car:287s:1.32km,c1_bouchon_rocade,-9,,
2026-09-25_00_09,14,40491d76-40ef-437c-b9dd-40a6f9111810,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Marche | Marche | Transports_collectifs | Transports_collectifs,34.0,0.0,60.0,6.0,0.0,0.0,0.0,Toulouse,Femme,58,Full-time worker,Terraced house,Travail,1.48,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,8.0,Clear/Sunny,0.0,"Given her busy schedule and preference for car travel for efficiency, the car is the most logical choice, though walking remains a viable secondary option for this short distance. [Répartition estimée : car 60% · walking 34% · public_transport 6% — mode tiré au sort.]",0,2026-09-24T22:19:30+00:00,1773820098,2026-03-18 07:48:18,861500,00c17976-c72c-5da2-a1fb-20a399c7020a,en_vol:6,plafond:1,,0,6,direct,"0:car:259s:1.48km | 1:foot,bus,foot:781s:1.8km | 2:foot:1232s:1.66km | 3:foot:1314s:1.7km | 4:foot,bus,foot:1445s:2.26km | 5:foot,bus,foot:1445s:2.26km",c1_bouchon_rocade,-9,,
2026-09-25_00_09,15,a985ff3b-8a0e-4f94-86b4-fabb2c1ce747,Transports_collectifs,Transports_collectifs,Transports_collectifs | Transports_collectifs | Marche | Marche,10.0,0.0,0.0,90.0,0.0,0.0,0.0,Toulouse,Femme,58,Full-time worker,Terraced house,other,11.25,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,17.0,Clear/Sunny,0.0,"Given the distance and the need to maintain a tight schedule for subsequent trips, the user prefers the efficiency of the bus over walking, with a slight preference for the simpler single-transfer route over the more complex two-bus option. [Répartition estimée : public_transport 90% · walking 10% — mode tiré au sort.]",0,2026-09-24T22:19:51+00:00,1773835748,2026-03-18 12:10:29,861500,a59bd018-464a-59ba-8231-1278035e513a,en_vol:4,,,1,4,direct,"0:foot,bus,foot,bus,foot:2848s:10.56km | 1:foot,bus,foot:3028s:11.25km | 2:foot:5238s:7.16km | 3:foot:5840s:7.51km",c1_bouchon_rocade,-9,,
2026-09-25_00_09,16,62cab6dd-3ddf-4c9c-9ad3-8e148452160c,Train,Train,Train | Transports_collectifs | Transports_collectifs | Marche | Marche,10.0,0.0,0.0,50.0,40.0,0.0,0.0,Toulouse,Femme,58,Full-time worker,Terraced house,home,14.65,LLM,sortie_bloquee,agenda,google_gemini31_key1,0,True,True,False,False,17.0,Clear/Sunny,0.0,"Given the long distance and the need for efficiency in a busy schedule, the user prefers the faster rail-based options over walking or slow bus connections. [Répartition estimée : public_transport 50% · train 40% · walking 10% — mode tiré au sort.]",0,2026-09-24T22:20:11+00:00,1773838748,2026-03-18 13:48:19,861500,c09c4103-af00-570f-96ff-2178d371538b,en_vol:5,,,0,5,direct,"0:foot,rail,rail,foot:2748s:14.65km | 1:foot,bus,foot,rail,foot:2896s:9.18km | 2:foot,bus,foot:3248s:9.23km | 3:foot:4668s:6.37km | 4:foot:5041s:6.46km",c1_bouchon_rocade,-9,,
2026-09-25_00_09,17,42c7ac81-18c1-4c84-ac7d-84459eb97a51,Voiture Privée,Voiture Privée,Voiture Privée | Marche | Marche | Transports_collectifs | Transports_collectifs | Transports_collectifs,20.0,0.0,65.0,15.0,0.0,0.0,0.0,Toulouse,Femme,58,Full-time worker,Terraced house,Travail,1.48,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,17.0,Clear/Sunny,0.0,"Given her preference for car travel for short distances and her busy schedule, the car is the most efficient and reliable choice for this trip. [Répartition estimée : car 65% · walking 20% · public_transport 15% — mode tiré au sort.]",0,2026-09-24T22:21:34+00:00,1773843286,2026-03-18 14:14:46,861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,en_vol:6,plafond:2,,0,6,direct,"0:car:241s:1.48km | 1:foot:1232s:1.66km | 2:foot:1314s:1.7km | 3:foot,bus,foot:1441s:3.27km | 4:foot,bus,foot:1476s:3.65km | 5:foot,bus,foot:1707s:2.58km",c1_bouchon_rocade,-9,,
2026-09-25_00_09,18,8be395d0-9100-4d56-90d9-4a742e1529d7,Marche,Transports_collectifs,Transports_collectifs | Marche | Marche | Transports_collectifs | Transports_collectifs | Transports_collectifs,25.0,0.0,0.0,75.0,0.0,0.0,0.0,Toulouse,Femme,58,Full-time worker,Terraced house,home,1.66,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,13.0,Clear/Sunny,0.0,"Capucine prioritizes efficiency for her evening schedule, making the fastest option (index 0) the most attractive, while walking is a secondary preference for short distances. [Répartition estimée : public_transport 75% · walking 25% — mode tiré au sort.]",0,2026-09-24T22:22:03+00:00,1773947006,2026-03-19 19:03:26,861500,b0c43b32-4de6-5975-8e24-f63242600c51,en_vol:6,plafond:1,,1,6,direct,"0:foot,bus,foot:828s:2.07km | 1:foot:1232s:1.66km | 2:foot:1314s:1.7km | 3:foot,bus,foot:1361s:2.12km | 4:foot,bus,foot:1369s:3.38km | 5:foot,bus,foot:1397s:3.62km",c1_bouchon_rocade,-8,,
2026-09-25_00_09,19,f992dafc-d051-46a7-b6c0-0af34d2c99c9,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Transports_collectifs | Transports_collectifs | Marche | Transports_collectifs,0.0,0.0,90.0,10.0,0.0,0.0,0.0,Toulouse,Femme,58,Full-time worker,Terraced house,other,5.05,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,14.0,Clear/Sunny,0.0,"Given the late hour and the need for efficiency between multiple evening trips, the car is the most logical choice for a working person to maintain schedule control and avoid the significant time penalties of public transport. [Répartition estimée : car 90% · public_transport 10% — mode tiré au sort.]",0,2026-09-24T22:22:10+00:00,1773862706,2026-03-18 19:38:26,861500,32506179-261f-5059-bdd0-1fa94db5fad5,en_vol:6,plafond:2,,0,6,direct,"0:car:717s:5.05km | 1:foot,rail,foot,tram,foot:2852s:10.71km | 2:foot,bus,foot,tram,foot:2904s:8.62km | 3:foot,bus,foot:3353s:7.11km | 4:foot:3380s:4.54km | 5:foot,bus,foot:3406s:6.71km",c1_bouchon_rocade,-9,,
2026-09-25_00_09,20,c6066599-9e31-4e37-8451-3a4e6c9de45d,Voiture Privée,Voiture Privée,Voiture Privée,,,,,,,,Toulouse,Femme,58,Full-time worker,Terraced house,home,4.98,Un seul itinéraire disponible,retour_force,,,0,True,True,False,False,13.0,Clear/Sunny,0.0,"Un seul itinéraire disponible, sélection automatique",0,2026-09-24T22:27:56+00:00,1773952546,2026-03-19 20:35:46,861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,en_vol:1,"retour_force:foot,foot,bus,foot,foot,tram,foot,bus,foot",,0,1,,0:car:655s:4.98km,c1_bouchon_rocade,-8,,
2026-09-25_00_09,21,4f9f1c5b-d3f0-4c71-98e3-c913fed232f9,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Train | Transports_collectifs | Marche | Marche,5.0,0.0,85.0,5.0,5.0,0.0,0.0,Toulouse,Femme,58,Full-time worker,Terraced house,other,4.86,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,9.0,Clear/Sunny,0.0,"Given the late hour and her established preference for using her car for evening errands to maintain efficiency and schedule control, the car is the most logical choice. [Répartition estimée : car 85% · walking 5% · public_transport 5% · train 5% — mode tiré au sort.]",0,2026-09-24T22:28:06+00:00,1773955928,2026-03-19 21:32:08,861500,77f5bd6b-782a-5308-9139-2015b61b767f,en_vol:6,plafond:1,,0,6,direct,"0:car:593s:4.86km | 1:foot,rail,foot,bus,foot:1330s:4.34km | 2:foot,rail,foot:1341s:4.3km | 3:foot,bus,foot:1509s:3.73km | 4:foot:2354s:3.2km | 5:foot:2578s:3.28km",c1_bouchon_rocade,-8,,
2026-09-25_00_09,22,fef33a86-6a99-4104-89ca-257a5ba33270,Voiture Privée,Voiture Privée,Voiture Privée,,,,,,,,Toulouse,Femme,58,Full-time worker,Terraced house,home,3.58,Un seul itinéraire disponible,retour_force,,,0,True,True,False,False,9.0,Clear/Sunny,0.0,"Un seul itinéraire disponible, sélection automatique",0,2026-09-24T22:28:22+00:00,1773960139,2026-03-19 22:42:19,861500,e4aeec1c-88a8-55d1-9ea4-e7ae001f3167,en_vol:1,"retour_force:foot,foot,bus,foot,foot,rail,foot",,0,1,,0:car:467s:3.58km,c1_bouchon_rocade,-8,,
2026-09-25_00_09,23,f46ee190-1ff0-4ed1-9660-5b60e9910a1f,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Marche | Marche | Transports_collectifs | Transports_collectifs,20.0,0.0,65.0,15.0,0.0,0.0,0.0,Toulouse,Femme,58,Full-time worker,Terraced house,Achats,1.38,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,6.0,Clear/Sunny,0.0,"Given her busy schedule with multiple trips throughout the day, Capucine prioritizes the efficiency and time-saving nature of her car for short-distance errands. [Répartition estimée : car 65% · walking 20% · public_transport 15% — mode tiré au sort.]",0,2026-09-24T22:28:35+00:00,1773985336,2026-03-20 05:42:16,861500,aed95072-8296-5c1c-9b3d-d9af429efc62,en_vol:6,plafond:2,,0,6,direct,"0:car:184s:1.38km | 1:foot,bus,foot:606s:1.57km | 2:foot:1045s:1.4km | 3:foot:1140s:1.47km | 4:foot,bus,foot:1266s:3.05km | 5:foot,bus,foot:1533s:2.35km",c1_bouchon_rocade,-7,,
2026-09-25_00_09,24,7ae76fd4-c199-4b90-91e6-e4b51cda7cb9,Voiture Privée,Voiture Privée,Voiture Privée,,,,,,,,Toulouse,Femme,58,Full-time worker,Terraced house,home,1.32,Un seul itinéraire disponible,retour_force,,,0,True,True,False,False,5.0,Clear/Sunny,0.0,"Un seul itinéraire disponible, sélection automatique",0,2026-09-24T22:28:40+00:00,1773990354,2026-03-20 07:05:54,861500,ae774a46-7355-5cab-9934-cdf320ba3480,en_vol:1,"retour_force:foot,foot,bus,foot",,0,1,,0:car:264s:1.32km,c1_bouchon_rocade,-7,,
2026-09-25_00_09,25,e029e90c-f3a7-4799-baba-641c2259da0f,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Marche | Marche | Transports_collectifs | Transports_collectifs,13.0,0.0,80.0,7.0,0.0,0.0,0.0,Toulouse,Femme,58,Full-time worker,Terraced house,Travail,1.48,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,5.0,Clear/Sunny,0.0,"Given her busy schedule and history of preferring the car for efficiency and reliability, the 3-minute car trip is the clear optimal choice over walking or complex multi-modal options. [Répartition estimée : car 80% · walking 13% · public_transport 7% — mode tiré au sort.]",0,2026-09-24T22:29:11+00:00,1773992898,2026-03-20 07:48:18,861500,00c17976-c72c-5da2-a1fb-20a399c7020a,en_vol:6,plafond:1,,0,6,direct,"0:car:231s:1.48km | 1:foot,bus,foot:781s:1.8km | 2:foot:1232s:1.66km | 3:foot:1314s:1.7km | 4:foot,bus,foot:1445s:2.26km | 5:foot,bus,foot:1445s:2.26km",c1_bouchon_rocade,-7,,
2026-09-25_00_09,26,d365ae48-1e82-4060-93c9-f63aec868d55,Transports_collectifs,Transports_collectifs,Transports_collectifs | Transports_collectifs | Marche | Marche,10.0,0.0,0.0,90.0,0.0,0.0,0.0,Toulouse,Femme,58,Full-time worker,Terraced house,other,11.25,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,15.0,Clear/Sunny,0.0,"Given the persona's preference for efficiency and the lack of a private vehicle option in the provided list, she will prioritize the fastest public transport routes to maintain her tight schedule. [Répartition estimée : public_transport 90% · walking 10% — mode tiré au sort.]",0,2026-09-24T22:29:29+00:00,1774008548,2026-03-20 12:10:29,861500,a59bd018-464a-59ba-8231-1278035e513a,en_vol:4,,,1,4,direct,"0:foot,bus,foot,bus,foot:2848s:10.56km | 1:foot,bus,foot:3028s:11.25km | 2:foot:5238s:7.16km | 3:foot:5840s:7.51km",c1_bouchon_rocade,-7,,
2026-09-25_00_09,27,72a6c84f-c9f4-4f20-a9b7-21666d51f740,Train,Train,Train | Transports_collectifs | Transports_collectifs | Marche | Marche,10.0,0.0,0.0,50.0,40.0,0.0,0.0,Toulouse,Femme,58,Full-time worker,Terraced house,home,14.65,LLM,sortie_bloquee,agenda,google_gemini31_key1,0,True,True,False,False,15.0,Clear/Sunny,0.0,"Given the long duration of walking options and the persona's preference for efficiency in her busy schedule, she will likely opt for the faster multi-modal public transport options despite the lack of a pass, as they significantly reduce travel time compared to walking. [Répartition estimée : public_transport 50% · train 40% · walking 10% — mode tiré au sort.]",0,2026-09-24T22:29:51+00:00,1774011548,2026-03-20 13:48:19,861500,c09c4103-af00-570f-96ff-2178d371538b,en_vol:5,,,0,5,direct,"0:foot,rail,rail,foot:2748s:14.65km | 1:foot,bus,foot,rail,foot:2896s:9.18km | 2:foot,bus,foot:3248s:9.23km | 3:foot:4668s:6.37km | 4:foot:5041s:6.46km",c1_bouchon_rocade,-7,,
2026-09-25_00_09,28,ba010d01-67dc-4495-9d1e-72e871424fcc,Voiture Privée,Voiture Privée,Voiture Privée | Marche | Marche | Transports_collectifs | Transports_collectifs | Transports_collectifs,10.0,0.0,85.0,5.0,0.0,0.0,0.0,Toulouse,Femme,58,Full-time worker,Terraced house,Travail,1.48,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,15.0,Clear/Sunny,0.0,"Given her established habit of using the car for short, efficient trips and her busy schedule involving multiple evening errands, the car remains her preferred mode for its speed and reliability. [Répartition estimée : car 85% · walking 10% · public_transport 5% — mode tiré au sort.]",0,2026-09-24T22:31:15+00:00,1774016086,2026-03-20 14:14:46,861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,en_vol:6,plafond:2,,0,6,direct,"0:car:236s:1.48km | 1:foot:1232s:1.66km | 2:foot:1314s:1.7km | 3:foot,bus,foot:1441s:3.27km | 4:foot,bus,foot:1476s:3.65km | 5:foot,bus,foot:1707s:2.58km",c1_bouchon_rocade,-7,,
2026-09-25_00_09,29,489b7074-3f00-4369-b4cd-d6ad1e91625a,Marche,Transports_collectifs,Transports_collectifs | Marche | Marche | Transports_collectifs | Transports_collectifs | Transports_collectifs,25.0,0.0,0.0,75.0,0.0,0.0,0.0,Toulouse,Femme,58,Full-time worker,Terraced house,home,1.7,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,15.0,Clear/Sunny,0.0,"Given the tight schedule of multiple evening trips, Capucine prioritizes the fastest transit option (index 0) to minimize travel time while maintaining flexibility for her subsequent planned departures. [Répartition estimée : public_transport 75% · walking 25% — mode tiré au sort.]",0,2026-09-24T22:31:42+00:00,1774119806,2026-03-23 19:03:26,861500,b0c43b32-4de6-5975-8e24-f63242600c51,en_vol:6,plafond:1,,2,6,direct,"0:foot,bus,foot:828s:2.07km | 1:foot:1232s:1.66km | 2:foot:1314s:1.7km | 3:foot,bus,foot:1361s:2.12km | 4:foot,bus,foot:1369s:3.38km | 5:foot,bus,foot:1397s:3.62km",c1_bouchon_rocade,-4,,
