Référence,Trajet,ID Trajet,Mode de transport Choisi,Plus rapide,Modes proposés au LLM,P(Marche) %,P(Vélo) %,P(Voiture Privée) %,P(Transports_collectifs) %,P(Train) %,P(Deux-roues motorisé) %,P(Autres modes) %,Lieu de résidence,Genre,Âge,Occupation principale,Type de logement,Motifs de déplacement,Distance parcourue,Méthode de sélection,Contrainte de chaîne,Anticipation,Fournisseur & Modèle,Température,Mémoire à court terme,Mémoire à long terme,Filtre de perception,Traits de personnalité,Météo Température (°C),Météo Condition,Météo Précipitations (mm),Raisonnement,Retard planification (s),Heure de calcul,Temps simulé,Heure de départ,ID Personne,ID Activité,Source des propositions,Écartées (motifs),Identifiant lot,Index retenu,Options présentées,Origine de la décision,Options (descriptif),Choc,Jour relatif au choc,Rôle,Raison d'exposition
2026-09-25_14_09,11,39c78846-c9f4-43f2-8274-554345eca291,Transports_collectifs,Transports_collectifs,Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1st ring,Femme,42,Full-time worker,Detached house,other,30.55,LLM,sortie_bloquee,agenda,google_gemini31_key1,0,True,True,False,False,14.0,Clear/Sunny,0.0,"As a busy working professional, Adrienne prioritizes the fastest travel options with the fewest interchanges to minimize the impact on her schedule, though all public transport options are relatively inefficient for this specific route. [Répartition estimée : public_transport 100% — mode tiré au sort.]",0,2026-09-25T12:10:42+00:00,1773680497,2026-03-16 17:17:46,286921,152926ea-4ca5-57f0-b8d2-c237d9baf41c,en_vol:6,,,1,6,direct,"0:foot,metro,foot,rail,foot,bus,foot:4275s:22.72km | 1:foot,rail,foot,bus,foot:4328s:30.55km | 2:foot,rail,foot,bus,foot:4329s:22.87km | 3:foot,metro,foot,bus,foot:4608s:23.78km | 4:foot,bus,foot:4685s:27.48km | 5:foot,metro,foot,bus,foot:4875s:24.07km",,,,
2026-09-25_14_09,12,4a2be29c-2465-4650-8890-ca28e6b06373,Marche,Voiture Privée,Voiture Privée | Transports_collectifs | Transports_collectifs | Marche | Marche | Transports_collectifs,25.0,0.0,60.0,15.0,0.0,0.0,0.0,1st ring,Homme,9,Pupil (up to Baccalaureate),Detached house,home,1.19,LLM,sortie_bloquee,meteo,google_gemini31_key1,0,True,True,False,False,14.0,Clear/Sunny,0.0,"For a child, the car is the most convenient and fastest option provided by the household, while walking is a safe and simple alternative for such a short distance. [Répartition estimée : car 60% · walking 25% · public_transport 15% — mode tiré au sort.]",0,2026-09-25T12:10:42+00:00,1773682577,2026-03-16 17:36:17,286923,839430d3-0232-533f-b23e-d187b9c7ac8a,en_vol:6,,,3,6,direct,"0:car:267s:1.18km | 1:foot,bus,foot:693s:1.45km | 2:foot,bus,foot:708s:1.36km | 3:foot:880s:1.19km | 4:foot:892s:1.15km | 5:foot,bus,foot:1212s:1.83km",,,,
2026-09-25_14_09,13,c49f5d19-aa45-4ff2-aaa1-66fff7cde633,Transports_collectifs,Transports_collectifs,Transports_collectifs | Transports_collectifs | Marche | Marche | Transports_collectifs | Transports_collectifs,25.0,0.0,0.0,75.0,0.0,0.0,0.0,1st ring,Femme,42,Full-time worker,Detached house,home,2.3,LLM,sortie_bloquee,,google_gemini31_key1,0,True,True,False,False,13.0,Clear/Sunny,0.0,"As a busy working professional, Adrienne prioritizes the fastest travel option (Option 0) to minimize time away from home, while walking is considered only as a secondary, reliable alternative. [Répartition estimée : public_transport 75% · walking 25% — mode tiré au sort.]",0,2026-09-25T12:10:50+00:00,1773688032,2026-03-16 19:09:53,286921,eff43ddf-2676-5354-b5f3-20d26379eec2,en_vol:6,,,0,6,direct,"0:foot,bus,foot:1274s:2.3km | 1:foot,bus,foot:1584s:2.59km | 2:foot:1621s:2.23km | 3:foot:1733s:2.26km | 4:foot,bus,foot:2012s:2.85km | 5:foot,bus,foot:2098s:3.05km",,,,
2026-09-25_14_09,14,b413c03d-c218-47f7-adcf-11763b08e07c,Voiture Privée,Voiture Privée,Voiture Privée | Vélo | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs,0.0,2.0,94.0,4.0,0.0,0.0,0.0,1st ring,Homme,40,Full-time worker,Detached house,Travail,26.31,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,7.0,Clear/Sunny,0.0,"As a full-time worker with a long commute, Arthur prioritizes the significant time savings and schedule control offered by his car over the excessive duration and complexity of public transport options. [Répartition estimée : car 94% · public_transport 4% · cycling 2% — mode tiré au sort.]",0,2026-09-25T12:11:06+00:00,1773727038,2026-03-17 05:57:18,286920,77dc39e3-67f4-5bfd-ac32-406697f6d784,en_vol:6,plafond:2,,0,6,direct,"0:car:1362s:26.31km | 1:bicycle:4910s:22.64km | 2:foot,bus,foot,bus,foot:5617s:26.07km | 3:foot,bus,foot,bus,foot:5631s:27.04km | 4:foot,bus,foot,bus,foot:5655s:27.17km | 5:foot,bus,foot,bus,foot,bus,foot:5733s:27.51km",,,,
2026-09-25_14_09,15,35549907-7e15-48a9-8c47-a43e7c56f972,Vélo,Voiture Privée,Voiture Privée | Vélo | Marche | Marche | Transports_collectifs | Transports_collectifs,60.0,20.0,20.0,0.0,0.0,0.0,0.0,1st ring,Femme,6,Pupil (up to Baccalaureate),Detached house,Etude,1.21,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,6.0,Clear/Sunny,0.0,"As a child, Josette relies on parental transport, making walking or being driven the most practical options, while public transport is inefficient due to excessive walking and lack of a pass. [Répartition estimée : walking 60% · cycling 20% · car 20% — mode tiré au sort.]",0,2026-09-25T12:11:16+00:00,1773730790,2026-03-17 06:59:50,286922,55fc17f3-2bda-5842-9e72-714949e1c0cc,en_vol:6,plafond:3,,1,6,direct,"0:car:175s:1.24km | 1:bicycle:590s:1.21km | 2:foot:880s:1.19km | 3:foot:952s:1.21km | 4:foot,bus,foot:1417s:2.04km | 5:foot,bus,foot:1417s:2.04km",,,,
2026-09-25_14_09,16,9ebc281d-ad6b-4795-b693-cadedb42ed01,Vélo,Vélo,Vélo | Voiture Privée | Transports_collectifs | Marche | Marche | Transports_collectifs,15.0,80.0,5.0,0.0,0.0,0.0,0.0,1st ring,Homme,9,Pupil (up to Baccalaureate),Detached house,Etude,1.21,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,6.0,Clear/Sunny,0.0,"Denis has a strong preference and positive history with cycling, which is the fastest and most autonomous mode for his short school commute. [Répartition estimée : cycling 80% · walking 15% · car 5% — mode tiré au sort.]",0,2026-09-25T12:13:23+00:00,1773737014,2026-03-17 08:43:34,286923,fe705413-82ad-5bdf-90d1-c1da093454c2,en_vol:6,plafond:3,,0,6,direct,"0:bicycle:290s:1.21km | 1:car:292s:1.18km | 2:foot,bus,foot:596s:1.24km | 3:foot:880s:1.19km | 4:foot:892s:1.15km | 5:foot,bus,foot:1201s:1.83km",,,,
2026-09-25_14_09,17,b69dff38-57e0-4161-90d6-4c236098af17,Marche,Voiture Privée,Voiture Privée | Vélo | Transports_collectifs | Marche | Marche | Transports_collectifs,20.0,20.0,60.0,0.0,0.0,0.0,0.0,1st ring,Homme,9,Pupil (up to Baccalaureate),Detached house,home,1.19,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,15.0,Clear/Sunny,0.0,"As a child, Denis relies on parental transport for speed and convenience, strongly preferring the car or bicycle over walking or complex bus transfers. [Répartition estimée : car 60% · walking 20% · cycling 20% — mode tiré au sort.]",0,2026-09-25T12:14:15+00:00,1773751217,2026-03-17 12:40:17,286923,a120b685-6647-50e1-89d9-b699f76304fd,en_vol:6,plafond:1,,3,6,direct,"0:car:209s:1.18km | 1:bicycle:290s:1.21km | 2:foot,bus,foot:633s:1.45km | 3:foot:880s:1.19km | 4:foot:892s:1.15km | 5:foot,bus,foot:1510s:2.17km",,,,
2026-09-25_14_09,18,5336a922-498c-4d6f-ab6d-f53144923af9,Voiture Privée,Vélo,Vélo | Voiture Privée | Transports_collectifs | Marche | Marche | Transports_collectifs,10.0,20.0,70.0,0.0,0.0,0.0,0.0,1st ring,Femme,6,Pupil (up to Baccalaureate),Detached house,home,1.21,LLM,passager,meteo,google_gemini31_key1,0,True,True,False,False,19.0,Clear/Sunny,0.0,"Josette is accustomed to being driven by her parents, which remains the most efficient and preferred mode for her short trips home. [Répartition estimée : car 70% · cycling 20% · walking 10% — mode tiré au sort.]",0,2026-09-25T12:14:15+00:00,1773769899,2026-03-17 17:51:39,286922,504aff56-3c74-5a35-98d7-f5edd716f6f2,en_vol:6,plafond:3,,1,6,direct,"0:bicycle:290s:1.21km | 1:car:291s:1.21km | 2:foot,bus,foot:768s:1.42km | 3:foot:880s:1.19km | 4:foot:952s:1.21km | 5:foot,bus,foot:1272s:1.9km",,,,
2026-09-25_14_09,19,c54b2f96-dc37-4494-a0ef-c49b8dfdec7f,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Transports_collectifs | Transports_collectifs | Vélo | Transports_collectifs,0.0,1.0,94.0,5.0,0.0,0.0,0.0,1st ring,Femme,42,Full-time worker,Detached house,Travail,22.03,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,6.0,Clear/Sunny,0.0,"Given her full-time work schedule and the significant time savings of the car compared to public transport options that take over an hour, the car is the only efficient choice for her daily commute. [Répartition estimée : car 94% · public_transport 5% · cycling 1% — mode tiré au sort.]",0,2026-09-25T12:14:30+00:00,1773730595,2026-03-17 06:56:35,286921,fdc4a9c5-51d6-5dff-9828-90d83e0afa75,en_vol:6,,,0,6,direct,"0:car:1472s:22.03km | 1:foot,bus,foot,rail,foot,metro,foot:3673s:22.49km | 2:foot,bus,foot,rail,foot:3848s:22.63km | 3:foot,bus,foot,metro,foot:4296s:23.15km | 4:bicycle:4634s:20.12km | 5:foot,bus,foot:5022s:24.4km",,,,
2026-09-25_14_09,20,b9212eba-b3e8-432a-92cb-43f70af1c0c8,Voiture Privée,Voiture Privée,Voiture Privée,,,,,,,,1st ring,Homme,40,Full-time worker,Detached house,home,23.05,Un seul itinéraire disponible,retour_force,,,0,True,True,False,False,16.0,Clear/Sunny,0.0,"Un seul itinéraire disponible, sélection automatique",0,2026-09-25T12:14:49+00:00,1773775299,2026-03-17 19:21:39,286920,dde263c1-324f-540f-b9cd-e8beab2a481a,en_vol:1,"retour_force:foot,bus,bus,foot,foot,bus,foot,rail,foot,bus,foot,foot,rail,rail,foot,bus,foot",,0,1,,0:car:1594s:23.05km,,,,
2026-09-25_14_09,21,f46e94ad-db67-437a-a14f-787a9233ac3f,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Marche | Marche | Transports_collectifs | Transports_collectifs,50.0,0.0,40.0,10.0,0.0,0.0,0.0,1st ring,Femme,42,Full-time worker,Detached house,Achats,1.48,LLM,sortie_bloquee,agenda,google_gemini31_key1,0,True,True,False,False,15.0,Clear/Sunny,0.0,"Given the short distance and the need to manage a busy schedule, Adrienne prioritizes the simplicity of walking for a 10-minute trip or the efficiency of her car to avoid the friction of public transport interchanges. [Répartition estimée : walking 50% · car 40% · public_transport 10% — mode tiré au sort.]",0,2026-09-25T12:14:51+00:00,1773754689,2026-03-17 13:38:09,286921,006b2835-991a-52f6-86b5-46c8b1ff4348,en_vol:6,,,0,6,direct,"0:car:301s:1.48km | 1:foot,bus,foot:489s:0.89km | 2:foot:604s:0.75km | 3:foot:638s:0.8km | 4:foot,bus,foot:840s:1.64km | 5:foot,bus,foot:846s:1.84km",,,,
2026-09-25_14_09,22,8f7c8b74-6fc8-434d-9286-a93b6ee85511,Voiture Privée,Voiture Privée,Voiture Privée | Vélo | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs,0.0,1.0,96.0,3.0,0.0,0.0,0.0,1st ring,Homme,40,Full-time worker,Detached house,Travail,26.31,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,9.0,Clear/Sunny,0.0,"As a full-time worker with a tight schedule, Arthur prioritizes the efficiency and reliability of his car over public transport options that are significantly slower and involve multiple complex interchanges. [Répartition estimée : car 96% · public_transport 3% · cycling 1% — mode tiré au sort.]",0,2026-09-25T12:15:53+00:00,1773813438,2026-03-18 05:57:18,286920,77dc39e3-67f4-5bfd-ac32-406697f6d784,en_vol:6,plafond:2,,0,6,direct,"0:car:1372s:26.31km | 1:bicycle:4910s:22.64km | 2:foot,bus,foot,bus,foot:5617s:26.07km | 3:foot,bus,foot,bus,foot:5631s:27.04km | 4:foot,bus,foot,bus,foot:5655s:27.17km | 5:foot,bus,foot,bus,foot,bus,foot:5733s:27.51km",,,,
2026-09-25_14_09,23,3dd86eb3-975c-43f0-8d14-56172f50691a,Voiture Privée,Voiture Privée,Voiture Privée | Vélo | Marche | Marche | Transports_collectifs | Transports_collectifs,30.0,10.0,60.0,0.0,0.0,0.0,0.0,1st ring,Femme,6,Pupil (up to Baccalaureate),Detached house,Etude,1.24,LLM,passager,agenda,google_gemini31_key1,0,True,True,False,False,8.0,Clear/Sunny,0.0,"As a child, Josette relies on her parents for transport, and given the cold morning temperature, the car is the most efficient and comfortable option for a school commute. [Répartition estimée : car 60% · walking 30% · cycling 10% — mode tiré au sort.]",0,2026-09-25T12:16:02+00:00,1773817190,2026-03-18 06:59:50,286922,55fc17f3-2bda-5842-9e72-714949e1c0cc,en_vol:6,plafond:3,,0,6,direct,"0:car:175s:1.24km | 1:bicycle:590s:1.21km | 2:foot:880s:1.19km | 3:foot:952s:1.21km | 4:foot,bus,foot:1417s:2.04km | 5:foot,bus,foot:1417s:2.04km",,,,
2026-09-25_14_09,24,0c2f2298-f6b6-4ca7-8e99-f8e6200f8f91,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Marche | Marche | Transports_collectifs | Transports_collectifs,40.0,0.0,40.0,20.0,0.0,0.0,0.0,1st ring,Femme,42,Full-time worker,Detached house,Travail,0.94,LLM,sortie_bloquee,agenda,google_gemini31_key1,0,True,True,False,False,15.0,Clear/Sunny,0.0,"Given the very short distance and the need for schedule control, the traveller prioritizes the car for speed or walking for simplicity, avoiding the friction of public transport for such a minor trip. [Répartition estimée : walking 40% · car 40% · public_transport 20% — mode tiré au sort.]",0,2026-09-25T12:16:08+00:00,1773757385,2026-03-17 14:23:05,286921,8242f224-3dcf-5afd-8549-87824c027353,en_vol:6,plafond:1,,0,6,direct,"0:car:152s:0.94km | 1:foot,bus,foot:591s:1.23km | 2:foot:604s:0.75km | 3:foot:638s:0.8km | 4:foot,bus,foot:924s:1.38km | 5:foot,bus,foot:930s:1.35km",,,,
2026-09-25_14_09,25,6e3fd75d-fc4b-4975-8e42-3ef23d708f29,Vélo,Voiture Privée,Voiture Privée | Vélo | Transports_collectifs | Transports_collectifs | Marche | Marche,60.0,35.0,5.0,0.0,0.0,0.0,0.0,1st ring,Homme,9,Pupil (up to Baccalaureate),Detached house,Etude,1.21,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,15.0,Clear/Sunny,0.0,"As a child, Denis prefers active, independent travel like cycling or walking, while public transport is avoided due to the lack of a pass and the unnecessary complexity of transfers for such a short distance. [Répartition estimée : walking 60% · cycling 35% · car 5% — mode tiré au sort.]",0,2026-09-25T12:16:36+00:00,1773757271,2026-03-17 14:21:11,286923,4f6f0c39-09b9-5f8b-940f-07bcb84b8e94,en_vol:6,plafond:1,,1,6,direct,"0:car:205s:1.18km | 1:bicycle:290s:1.21km | 2:foot,bus,foot:596s:1.24km | 3:foot,bus,foot:692s:1.49km | 4:foot:880s:1.19km | 5:foot:892s:1.15km",,,,
2026-09-25_14_09,26,46b3f275-9c0d-4ec5-9d87-06e1aff9ed15,Marche,Voiture Privée,Voiture Privée | Vélo | Transports_collectifs | Transports_collectifs | Marche | Marche,50.0,40.0,10.0,0.0,0.0,0.0,0.0,1st ring,Homme,9,Pupil (up to Baccalaureate),Detached house,home,1.19,LLM,,meteo,google_gemini31_key1,0,True,True,False,False,19.0,Clear/Sunny,0.0,"As a child, Denis prefers active travel like walking or cycling for short distances in good weather, avoiding public transport due to the lack of a pass and the simplicity of direct modes. [Répartition estimée : walking 50% · cycling 40% · car 10% — mode tiré au sort.]",0,2026-09-25T12:17:36+00:00,1773768977,2026-03-17 17:36:17,286923,839430d3-0232-533f-b23e-d187b9c7ac8a,en_vol:6,plafond:1,,4,6,direct,"0:car:283s:1.18km | 1:bicycle:290s:1.21km | 2:foot,bus,foot:693s:1.45km | 3:foot,bus,foot:708s:1.36km | 4:foot:880s:1.19km | 5:foot:892s:1.15km",,,,
