agent_id,lat,lon,zf,secteur,couronne,insee,commune,couronne_metrique
1062995,43.58719044972073,1.466225565186197,112102000,112,Toulouse,31555,Toulouse,Toulouse
1062996,43.58719044972073,1.466225565186197,112102000,112,Toulouse,31555,Toulouse,Toulouse
1067663,43.59296901950864,1.430835952928462,107106000,107,Toulouse,31555,Toulouse,Toulouse
1067664,43.59296901950864,1.430835952928462,107106000,107,Toulouse,31555,Toulouse,Toulouse
1071357,43.57753938671708,1.431722070225986,106101000,106,Toulouse,31555,Toulouse,Toulouse
1075634,43.58334039576295,1.425980273598604,114101000,114,Toulouse,31555,Toulouse,Toulouse
1075635,43.58334039576295,1.425980273598604,114101000,114,Toulouse,31555,Toulouse,Toulouse
1075636,43.58334039576295,1.425980273598604,114101000,114,Toulouse,31555,Toulouse,Toulouse
1075637,43.58334039576295,1.425980273598604,114101000,114,Toulouse,31555,Toulouse,Toulouse
1075638,43.58334039576295,1.425980273598604,114101000,114,Toulouse,31555,Toulouse,Toulouse
107592,43.62471002733823,1.3969900131943456,216116000,216,1ere couronne,31069,Blagnac,Toulouse
107593,43.62471002733823,1.3969900131943456,216116000,216,1ere couronne,31069,Blagnac,Toulouse
1077895,43.63036203615029,1.4642800513008776,122104000,122,Toulouse,31555,Toulouse,Toulouse
1077896,43.63036203615029,1.4642800513008776,122104000,122,Toulouse,31555,Toulouse,Toulouse
1078540,43.591204359425205,1.4815190510060872,124106000,124,Toulouse,31555,Toulouse,Toulouse
1080338,43.59469833709116,1.4812541917514819,124106000,124,Toulouse,31555,Toulouse,Toulouse
108229,43.62388401633273,1.3902480092069478,216115000,216,1ere couronne,31069,Blagnac,Toulouse
108230,43.62388401633273,1.3902480092069478,216115000,216,1ere couronne,31069,Blagnac,Toulouse
1082978,43.6080419905218,1.4237869620501553,103102000,103,Toulouse,31555,Toulouse,Toulouse
1085755,43.63024400434314,1.4750730144471083,123105000,123,Toulouse,31555,Toulouse,Toulouse
1086644,43.60141366774705,1.4287943900902178,107102000,107,Toulouse,31555,Toulouse,Toulouse
1087407,43.62027931424851,1.4141218401590125,119103000,119,Toulouse,31555,Toulouse,Toulouse
1089146,43.61582891265935,1.4479153743917745,109104000,109,Toulouse,31555,Toulouse,Toulouse
1097680,43.58689802433535,1.4420239974877844,105101000,105,Toulouse,31555,Toulouse,Toulouse
1099533,43.62033463167798,1.4726872348733677,123108000,123,Toulouse,31555,Toulouse,Toulouse
1101986,43.58322194609486,1.4634732095012861,112104000,112,Toulouse,31555,Toulouse,Toulouse
1101987,43.58322194609486,1.4634732095012861,112104000,112,Toulouse,31555,Toulouse,Toulouse
1101988,43.58322194609486,1.4634732095012861,112104000,112,Toulouse,31555,Toulouse,Toulouse
1101989,43.58322194609486,1.4634732095012861,112104000,112,Toulouse,31555,Toulouse,Toulouse
1103657,43.58778295982387,1.4171350296923906,115102000,115,Toulouse,31555,Toulouse,Toulouse
1103928,43.640589002554485,1.465080033542357,121103000,121,Toulouse,31555,Toulouse,Toulouse
1103929,43.640589002554485,1.465080033542357,121103000,121,Toulouse,31555,Toulouse,Toulouse
1104999,43.58214103731213,1.4447769662445402,113101000,113,Toulouse,31555,Toulouse,Toulouse
1105352,43.6334597126676,1.4722442054784102,122104000,122,Toulouse,31555,Toulouse,Toulouse
110779,43.637819984273435,1.393060028929054,216109000,216,1ere couronne,31069,Blagnac,Toulouse
1110444,43.56883070089902,1.5049585327631991,125105000,125,Toulouse,31555,Toulouse,Toulouse
1110445,43.56883070089902,1.5049585327631991,125105000,125,Toulouse,31555,Toulouse,Toulouse
1110446,43.56883070089902,1.5049585327631991,125105000,125,Toulouse,31555,Toulouse,Toulouse
1110447,43.56883070089902,1.5049585327631991,125105000,125,Toulouse,31555,Toulouse,Toulouse
1120283,43.56410679236468,1.4820155352917472,126103000,126,Toulouse,31555,Toulouse,Toulouse
1121693,43.57437446002998,1.474699245342211,126102000,126,Toulouse,31555,Toulouse,Toulouse
1133633,43.63864098960881,1.4447596588958702,120105000,120,Toulouse,31555,Toulouse,Toulouse
1138682,43.62731224497551,1.434612019688494,109101000,109,Toulouse,31555,Toulouse,Toulouse
1139691,43.573436383424685,1.462885414279016,113108000,113,Toulouse,31555,Toulouse,Toulouse
1147752,43.623327014485874,1.4388730235836367,109103000,109,Toulouse,31555,Toulouse,Toulouse
1148550,43.573779993848476,1.44194397018545,127101000,127,Toulouse,31555,Toulouse,Toulouse
1148551,43.573779993848476,1.44194397018545,127101000,127,Toulouse,31555,Toulouse,Toulouse
1148898,43.56481678197944,1.4730696783880022,126103000,126,Toulouse,31555,Toulouse,Toulouse
1148899,43.56481678197944,1.4730696783880022,126103000,126,Toulouse,31555,Toulouse,Toulouse
1148900,43.56481678197944,1.4730696783880022,126103000,126,Toulouse,31555,Toulouse,Toulouse
1155135,43.60021597395098,1.4258849843067167,107101000,107,Toulouse,31555,Toulouse,Toulouse
1156956,43.567844871283505,1.4649950756115864,127105000,127,Toulouse,31555,Toulouse,Toulouse
1160076,43.633444731741186,1.4609867211637964,122103000,122,Toulouse,31555,Toulouse,Toulouse
1160077,43.633444731741186,1.4609867211637964,122103000,122,Toulouse,31555,Toulouse,Toulouse
1160469,43.58405501599561,1.4082030229259355,115104000,115,Toulouse,31555,Toulouse,Toulouse
1162865,43.57954899582603,1.445545002055405,113101000,113,Toulouse,31555,Toulouse,Toulouse
1163215,43.5920739526197,1.3798532868638318,132106000,132,Toulouse,31555,Toulouse,Toulouse
1163216,43.5920739526197,1.3798532868638318,132106000,132,Toulouse,31555,Toulouse,Toulouse
1167920,43.60493901358101,1.4460369400538993,102103000,102,Toulouse,31555,Toulouse,Toulouse
1167921,43.60493901358101,1.4460369400538993,102103000,102,Toulouse,31555,Toulouse,Toulouse
1167922,43.60493901358101,1.4460369400538993,102103000,102,Toulouse,31555,Toulouse,Toulouse
1168133,43.591052970059316,1.423427999812946,116103000,116,Toulouse,31555,Toulouse,Toulouse
1168334,43.563937626281835,1.4738676173001735,126103000,126,Toulouse,31555,Toulouse,Toulouse
1168982,43.578306542046796,1.4314416217530024,106101000,106,Toulouse,31555,Toulouse,Toulouse
1170601,43.57607303274828,1.4698899494549644,112104000,112,Toulouse,31555,Toulouse,Toulouse
1170602,43.57607303274828,1.4698899494549644,112104000,112,Toulouse,31555,Toulouse,Toulouse
1170603,43.57607303274828,1.4698899494549644,112104000,112,Toulouse,31555,Toulouse,Toulouse
1170604,43.57607303274828,1.4698899494549644,112104000,112,Toulouse,31555,Toulouse,Toulouse
1173187,43.564182054845816,1.473626513120534,126103000,126,Toulouse,31555,Toulouse,Toulouse
1175308,43.64734097206008,1.4331620286935238,120102000,120,Toulouse,31555,Toulouse,Toulouse
1177560,43.605180034374776,1.4529939539057608,104104000,104,Toulouse,31555,Toulouse,Toulouse
1182829,43.60157297670746,1.4117849689716442,117103000,117,Toulouse,31555,Toulouse,Toulouse
1183137,43.64107237036219,1.4757282043030662,123102000,123,Toulouse,31555,Toulouse,Toulouse
1183138,43.64107237036219,1.4757282043030662,123102000,123,Toulouse,31555,Toulouse,Toulouse
1186325,43.61692003566569,1.4578799883568314,110102000,110,Toulouse,31555,Toulouse,Toulouse
1186326,43.61692003566569,1.4578799883568314,110102000,110,Toulouse,31555,Toulouse,Toulouse
1186327,43.61692003566569,1.4578799883568314,110102000,110,Toulouse,31555,Toulouse,Toulouse
1187665,43.57662788346354,1.3852843512308957,131104000,131,Toulouse,31555,Toulouse,Toulouse
1187666,43.57662788346354,1.3852843512308957,131104000,131,Toulouse,31555,Toulouse,Toulouse
1187667,43.57662788346354,1.3852843512308957,131104000,131,Toulouse,31555,Toulouse,Toulouse
1187849,43.6025269681269,1.4479049946587736,102104000,102,Toulouse,31555,Toulouse,Toulouse
1187850,43.6025269681269,1.4479049946587736,102104000,102,Toulouse,31555,Toulouse,Toulouse
1187851,43.6025269681269,1.4479049946587736,102104000,102,Toulouse,31555,Toulouse,Toulouse
1188126,43.56872075995432,1.4494546150415286,127102000,127,Toulouse,31555,Toulouse,Toulouse
1189322,43.573219959729435,1.403871989673685,129102000,129,Toulouse,31555,Toulouse,Toulouse
1189323,43.573219959729435,1.403871989673685,129102000,129,Toulouse,31555,Toulouse,Toulouse
1189324,43.573219959729435,1.403871989673685,129102000,129,Toulouse,31555,Toulouse,Toulouse
118993,43.63857999810466,1.396819981145488,216110000,216,1ere couronne,31069,Blagnac,Toulouse
1193260,43.6597622978683,1.4333918881164673,120101000,120,Toulouse,31555,Toulouse,Toulouse
1193262,43.6597622978683,1.4333918881164673,120101000,120,Toulouse,31555,Toulouse,Toulouse
1193263,43.6597622978683,1.4333918881164673,120101000,120,Toulouse,31555,Toulouse,Toulouse
120015,43.63947998557317,1.384479953816963,216108000,216,1ere couronne,31069,Blagnac,Toulouse
120016,43.63947998557317,1.384479953816963,216108000,216,1ere couronne,31069,Blagnac,Toulouse
120017,43.63947998557317,1.384479953816963,216108000,216,1ere couronne,31069,Blagnac,Toulouse
1200749,43.57785958096226,1.4839413925972718,126101000,126,Toulouse,31555,Toulouse,Toulouse
1200750,43.57785958096226,1.4839413925972718,126101000,126,Toulouse,31555,Toulouse,Toulouse
1201899,43.56880111016459,1.4012214334325355,129101000,129,Toulouse,31555,Toulouse,Toulouse
1201900,43.56880111016459,1.4012214334325355,129101000,129,Toulouse,31555,Toulouse,Toulouse
1202179,43.58776397818915,1.4414326054818583,105101000,105,Toulouse,31555,Toulouse,Toulouse
1202180,43.58776397818915,1.4414326054818583,105101000,105,Toulouse,31555,Toulouse,Toulouse
120832,43.663702004040516,1.3852579895565187,217104000,217,1ere couronne,31056,Beauzelle,1ere couronne
1209381,43.59563956884749,1.4303188916067124,107104000,107,Toulouse,31555,Toulouse,Toulouse
1211457,43.56880111016459,1.4012214334325355,129101000,129,Toulouse,31555,Toulouse,Toulouse
1211645,43.65088634602065,1.434799017300699,120101000,120,Toulouse,31555,Toulouse,Toulouse
1212330,43.60134897336396,1.4173099905384399,117103000,117,Toulouse,31555,Toulouse,Toulouse
1213591,43.597180020923396,1.452764975840017,104105000,104,Toulouse,31555,Toulouse,Toulouse
1227722,43.61657303825356,1.3981080421713383,118102000,118,Toulouse,31555,Toulouse,Toulouse
1230823,43.59473598235394,1.4144569846413972,116102000,116,Toulouse,31555,Toulouse,Toulouse
1231622,43.59448496295326,1.4132410469456371,116102000,116,Toulouse,31555,Toulouse,Toulouse
1235836,43.625225968216554,1.4669349720834617,123105000,123,Toulouse,31555,Toulouse,Toulouse
1236141,43.586998372800345,1.4413636118719744,105101000,105,Toulouse,31555,Toulouse,Toulouse
1236142,43.586998372800345,1.4413636118719744,105101000,105,Toulouse,31555,Toulouse,Toulouse
1236490,43.57799451005867,1.430871146608637,106101000,106,Toulouse,31555,Toulouse,Toulouse
1241264,43.625349006757695,1.4329490055660228,108105000,108,Toulouse,31555,Toulouse,Toulouse
1241265,43.625349006757695,1.4329490055660228,108105000,108,Toulouse,31555,Toulouse,Toulouse
1242312,43.578306542046796,1.4314416217530024,106101000,106,Toulouse,31555,Toulouse,Toulouse
1243220,43.595503043188636,1.398350028571677,116101000,116,Toulouse,31555,Toulouse,Toulouse
1243221,43.595503043188636,1.398350028571677,116101000,116,Toulouse,31555,Toulouse,Toulouse
1246251,43.61218296026388,1.4235100566860877,108104000,108,Toulouse,31555,Toulouse,Toulouse
1246253,43.61218296026388,1.4235100566860877,108104000,108,Toulouse,31555,Toulouse,Toulouse
1247832,43.58360796169308,1.4419919864636965,106102000,106,Toulouse,31555,Toulouse,Toulouse
1247833,43.58360796169308,1.4419919864636965,106102000,106,Toulouse,31555,Toulouse,Toulouse
1247835,43.58360796169308,1.4419919864636965,106102000,106,Toulouse,31555,Toulouse,Toulouse
1247837,43.58360796169308,1.4419919864636965,106102000,106,Toulouse,31555,Toulouse,Toulouse
1249811,43.58102131415808,1.3866510705175077,131104000,131,Toulouse,31555,Toulouse,Toulouse
1252780,43.60915060299944,1.377007938705305,132103000,132,Toulouse,31555,Toulouse,Toulouse
1252781,43.60915060299944,1.377007938705305,132103000,132,Toulouse,31555,Toulouse,Toulouse
125592,43.65814001164393,1.3797539816619837,217104000,217,1ere couronne,31056,Beauzelle,1ere couronne
125593,43.65814001164393,1.3797539816619837,217104000,217,1ere couronne,31056,Beauzelle,1ere couronne
1256152,43.63256352047634,1.4497333861409682,122101000,122,Toulouse,31555,Toulouse,Toulouse
1256231,43.590885974545,1.4227669598120656,116103000,116,Toulouse,31555,Toulouse,Toulouse
1256232,43.590885974545,1.4227669598120656,116103000,116,Toulouse,31555,Toulouse,Toulouse
1260239,43.59189096581559,1.454568943336859,105106000,105,Toulouse,31555,Toulouse,Toulouse
1260241,43.59189096581559,1.454568943336859,105106000,105,Toulouse,31555,Toulouse,Toulouse
1260242,43.59189096581559,1.454568943336859,105106000,105,Toulouse,31555,Toulouse,Toulouse
1260384,43.61244295878032,1.4687149756977662,124101000,124,Toulouse,31555,Toulouse,Toulouse
1260470,43.6254829679797,1.4307380128022253,108103000,108,Toulouse,31555,Toulouse,Toulouse
1260472,43.6254829679797,1.4307380128022253,108103000,108,Toulouse,31555,Toulouse,Toulouse
1260473,43.6254829679797,1.4307380128022253,108103000,108,Toulouse,31555,Toulouse,Toulouse
1263075,43.57844497555553,1.456156958618581,113105000,113,Toulouse,31555,Toulouse,Toulouse
1263076,43.57844497555553,1.456156958618581,113105000,113,Toulouse,31555,Toulouse,Toulouse
1263077,43.57844497555553,1.456156958618581,113105000,113,Toulouse,31555,Toulouse,Toulouse
1263078,43.57844497555553,1.456156958618581,113105000,113,Toulouse,31555,Toulouse,Toulouse
1263079,43.57844497555553,1.456156958618581,113105000,113,Toulouse,31555,Toulouse,Toulouse
127234,43.73034099978791,1.4022200451988411,218103000,218,1ere couronne,31091,Bruguières,1ere couronne
127490,43.72572499033618,1.3926539860083258,301108000,301,2eme couronne,31490,Saint-Jory,1ere couronne
127491,43.72572499033618,1.3926539860083258,301108000,301,2eme couronne,31490,Saint-Jory,1ere couronne
1281644,43.56451440490466,1.456489808878083,127106000,127,Toulouse,31555,Toulouse,Toulouse
1285391,43.56485696653676,1.3712309477732394,130101000,130,Toulouse,31555,Toulouse,Toulouse
1285392,43.56485696653676,1.3712309477732394,130101000,130,Toulouse,31555,Toulouse,Toulouse
1285393,43.56485696653676,1.3712309477732394,130101000,130,Toulouse,31555,Toulouse,Toulouse
1286052,43.59051490337092,1.4117931344237005,116102000,116,Toulouse,31555,Toulouse,Toulouse
1287859,43.55879837593597,1.3733516611382697,130101000,130,Toulouse,31555,Toulouse,Toulouse
1287860,43.55879837593597,1.3733516611382697,130101000,130,Toulouse,31555,Toulouse,Toulouse
1290806,43.61560502432554,1.4228090536804772,108104000,108,Toulouse,31555,Toulouse,Toulouse
1290807,43.61560502432554,1.4228090536804772,108104000,108,Toulouse,31555,Toulouse,Toulouse
1290808,43.61560502432554,1.4228090536804772,108104000,108,Toulouse,31555,Toulouse,Toulouse
1297629,43.63299243505998,1.434253867167692,109101000,109,Toulouse,31555,Toulouse,Toulouse
1302330,43.5705377113001,1.4612757657942186,127104000,127,Toulouse,31555,Toulouse,Toulouse
1302331,43.5705377113001,1.4612757657942186,127104000,127,Toulouse,31555,Toulouse,Toulouse
1302332,43.5705377113001,1.4612757657942186,127104000,127,Toulouse,31555,Toulouse,Toulouse
130517,43.632287974997574,1.3982019737871338,216111000,216,1ere couronne,31069,Blagnac,Toulouse
1307105,43.571208029580724,1.4045669707211093,129102000,129,Toulouse,31555,Toulouse,Toulouse
1307107,43.571208029580724,1.4045669707211093,129102000,129,Toulouse,31555,Toulouse,Toulouse
1307109,43.571208029580724,1.4045669707211093,129102000,129,Toulouse,31555,Toulouse,Toulouse
1307455,43.60096898633029,1.4158630384722561,117103000,117,Toulouse,31555,Toulouse,Toulouse
1307582,43.59313098739553,1.4339900296258346,107106000,107,Toulouse,31555,Toulouse,Toulouse
1307785,43.57283498890651,1.4691553513565259,127105000,127,Toulouse,31555,Toulouse,Toulouse
1308186,43.56345546744465,1.4627494556896992,127105000,127,Toulouse,31555,Toulouse,Toulouse
1309217,43.585508012247146,1.4650829930763989,112105000,112,Toulouse,31555,Toulouse,Toulouse
1309218,43.585508012247146,1.4650829930763989,112105000,112,Toulouse,31555,Toulouse,Toulouse
1310761,43.601350031248465,1.4690640309511647,111105000,111,Toulouse,31555,Toulouse,Toulouse
1310762,43.601350031248465,1.4690640309511647,111105000,111,Toulouse,31555,Toulouse,Toulouse
1310763,43.601350031248465,1.4690640309511647,111105000,111,Toulouse,31555,Toulouse,Toulouse
1310765,43.601350031248465,1.4690640309511647,111105000,111,Toulouse,31555,Toulouse,Toulouse
1312247,43.606868989509536,1.433368940874475,103103000,103,Toulouse,31555,Toulouse,Toulouse
1312248,43.606868989509536,1.433368940874475,103103000,103,Toulouse,31555,Toulouse,Toulouse
1314973,43.567844871283505,1.4649950756115864,127105000,127,Toulouse,31555,Toulouse,Toulouse
1315816,43.62763495964472,1.4625710020648082,123106000,123,Toulouse,31555,Toulouse,Toulouse
1315817,43.62763495964472,1.4625710020648082,123106000,123,Toulouse,31555,Toulouse,Toulouse
1315818,43.62763495964472,1.4625710020648082,123106000,123,Toulouse,31555,Toulouse,Toulouse
1319284,43.59667396560827,1.4284819735228185,107104000,107,Toulouse,31555,Toulouse,Toulouse
1319285,43.59667396560827,1.4284819735228185,107104000,107,Toulouse,31555,Toulouse,Toulouse
1319286,43.59667396560827,1.4284819735228185,107104000,107,Toulouse,31555,Toulouse,Toulouse
1319287,43.59667396560827,1.4284819735228185,107104000,107,Toulouse,31555,Toulouse,Toulouse
1322127,43.55550794568169,1.4644036578043258,127106000,127,Toulouse,31555,Toulouse,Toulouse
1327591,43.63294427830561,1.437426567732397,109101000,109,Toulouse,31555,Toulouse,Toulouse
1328089,43.61301900116256,1.4233540522746824,108104000,108,Toulouse,31555,Toulouse,Toulouse
1328090,43.61301900116256,1.4233540522746824,108104000,108,Toulouse,31555,Toulouse,Toulouse
1330249,43.58909597496665,1.4560759486476864,105105000,105,Toulouse,31555,Toulouse,Toulouse
1330250,43.58909597496665,1.4560759486476864,105105000,105,Toulouse,31555,Toulouse,Toulouse
1335728,43.61560999986405,1.4625810265936172,110103000,110,Toulouse,31555,Toulouse,Toulouse
1335729,43.61560999986405,1.4625810265936172,110103000,110,Toulouse,31555,Toulouse,Toulouse
1337087,43.55012095139067,1.4619626219870114,127107000,127,Toulouse,31555,Toulouse,Toulouse
1337088,43.55012095139067,1.4619626219870114,127107000,127,Toulouse,31555,Toulouse,Toulouse
1337089,43.55012095139067,1.4619626219870114,127107000,127,Toulouse,31555,Toulouse,Toulouse
1337568,43.61455999225146,1.423800967279173,108104000,108,Toulouse,31555,Toulouse,Toulouse
1338105,43.59875896662145,1.45395401957099,104105000,104,Toulouse,31555,Toulouse,Toulouse
1339749,43.65819594361345,1.439958805886124,120101000,120,Toulouse,31555,Toulouse,Toulouse
1340885,43.59842900723083,1.4850217535059773,124105000,124,Toulouse,31555,Toulouse,Toulouse
1340886,43.59842900723083,1.4850217535059773,124105000,124,Toulouse,31555,Toulouse,Toulouse
1341996,43.612070028651274,1.434560008038496,103104000,103,Toulouse,31555,Toulouse,Toulouse
1344306,43.583678885436996,1.4688834952582084,112105000,112,Toulouse,31555,Toulouse,Toulouse
1344307,43.583678885436996,1.4688834952582084,112105000,112,Toulouse,31555,Toulouse,Toulouse
1346521,43.584742324193144,1.4747140635626965,112106000,112,Toulouse,31555,Toulouse,Toulouse
1350415,43.58629347758706,1.3774921185834899,132107000,132,Toulouse,31555,Toulouse,Toulouse
1350416,43.58629347758706,1.3774921185834899,132107000,132,Toulouse,31555,Toulouse,Toulouse
1353290,43.585266960032094,1.4664490255811597,112105000,112,Toulouse,31555,Toulouse,Toulouse
1356982,43.555968998130915,1.4639310351570127,127106000,127,Toulouse,31555,Toulouse,Toulouse
136436,43.662852002448645,1.377617027381435,217104000,217,1ere couronne,31056,Beauzelle,1ere couronne
136437,43.662852002448645,1.377617027381435,217104000,217,1ere couronne,31056,Beauzelle,1ere couronne
1364899,43.59671792244573,1.4262010147448418,107104000,107,Toulouse,31555,Toulouse,Toulouse
1364900,43.59671792244573,1.4262010147448418,107104000,107,Toulouse,31555,Toulouse,Toulouse
1366076,43.59135304207594,1.4181809856207868,116103000,116,Toulouse,31555,Toulouse,Toulouse
1368603,43.60143099038064,1.4573680156370585,111101000,111,Toulouse,31555,Toulouse,Toulouse
1368839,43.60638501730681,1.4739149972341188,124103000,124,Toulouse,31555,Toulouse,Toulouse
1369234,43.57766519225349,1.4254258475885124,114102000,114,Toulouse,31555,Toulouse,Toulouse
1369235,43.57766519225349,1.4254258475885124,114102000,114,Toulouse,31555,Toulouse,Toulouse
1369722,43.59567295032642,1.402674015304871,117104000,117,Toulouse,31555,Toulouse,Toulouse
1375080,43.60662596513607,1.4309090124700872,103103000,103,Toulouse,31555,Toulouse,Toulouse
1375496,43.60314002184577,1.3717832235909184,132105000,132,Toulouse,31555,Toulouse,Toulouse
1376708,43.56068829727856,1.3850973087004532,130102000,130,Toulouse,31555,Toulouse,Toulouse
1376709,43.56068829727856,1.3850973087004532,130102000,130,Toulouse,31555,Toulouse,Toulouse
1376710,43.56068829727856,1.3850973087004532,130102000,130,Toulouse,31555,Toulouse,Toulouse
1377491,43.60023097529413,1.4168099487183305,117103000,117,Toulouse,31555,Toulouse,Toulouse
1377492,43.60023097529413,1.4168099487183305,117103000,117,Toulouse,31555,Toulouse,Toulouse
1378024,43.56477901242874,1.3961359566090552,129105000,129,Toulouse,31555,Toulouse,Toulouse
1378026,43.56477901242874,1.3961359566090552,129105000,129,Toulouse,31555,Toulouse,Toulouse
