person_id,activite_id,motif,jour_prev,jour_curr,date_prev,date_curr,phase_curr,mode_prev,mode_curr,route_prev,route_curr,modal_change,route_change,day_gap,is_consecutive_day,selection_prev,selection_curr,is_llm_valid_transition
1127257,dde2bd4d-5d3a-5dfd-8949-f04df5b6e8a5,leisure,17,18,2026-04-01,2026-04-02,Sans événement,Voiture Privée,Voiture Privée,car:870s:6.38km,car:847s:6.38km,False,True,1,True,LLM,LLM,True
1127257,dde2bd4d-5d3a-5dfd-8949-f04df5b6e8a5,leisure,18,19,2026-04-02,2026-04-03,Sans événement,Voiture Privée,Voiture Privée,car:847s:6.38km,car:865s:6.38km,False,True,1,True,LLM,LLM,True
1127257,dde2bd4d-5d3a-5dfd-8949-f04df5b6e8a5,leisure,19,22,2026-04-03,2026-04-06,Sans événement,Voiture Privée,Voiture Privée,car:865s:6.38km,car:818s:6.38km,False,True,3,True,LLM,LLM,True
1127257,dde2bd4d-5d3a-5dfd-8949-f04df5b6e8a5,leisure,22,23,2026-04-06,2026-04-07,Sans événement,Voiture Privée,Voiture Privée,car:818s:6.38km,car:847s:6.38km,False,True,1,True,LLM,LLM,True
1127257,dde2bd4d-5d3a-5dfd-8949-f04df5b6e8a5,leisure,23,24,2026-04-07,2026-04-08,Sans événement,Voiture Privée,Voiture Privée,car:847s:6.38km,car:870s:6.38km,False,True,1,True,LLM,LLM,True
1127257,dde2bd4d-5d3a-5dfd-8949-f04df5b6e8a5,leisure,24,25,2026-04-08,2026-04-09,Sans événement,Voiture Privée,Voiture Privée,car:870s:6.38km,car:847s:6.38km,False,True,1,True,LLM,LLM,True
1127257,dde2bd4d-5d3a-5dfd-8949-f04df5b6e8a5,leisure,25,26,2026-04-09,2026-04-10,Sans événement,Voiture Privée,Voiture Privée,car:847s:6.38km,car:865s:6.38km,False,True,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,1,2,2026-03-16,2026-03-17,Sans événement,Voiture Privée,Voiture Privée,car:1496s:7.89km,car:1496s:7.89km,False,False,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,2,3,2026-03-17,2026-03-18,Sans événement,Voiture Privée,Voiture Privée,car:1496s:7.89km,car:1339s:7.89km,False,True,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,3,4,2026-03-18,2026-03-19,Sans événement,Voiture Privée,Voiture Privée,car:1339s:7.89km,car:1453s:7.89km,False,True,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,4,5,2026-03-19,2026-03-20,Sans événement,Voiture Privée,Voiture Privée,car:1453s:7.89km,car:1166s:7.89km,False,True,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,5,8,2026-03-20,2026-03-23,Sans événement,Voiture Privée,Voiture Privée,car:1166s:7.89km,car:1496s:7.89km,False,True,3,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,8,9,2026-03-23,2026-03-24,Sans événement,Voiture Privée,Voiture Privée,car:1496s:7.89km,car:1496s:7.89km,False,False,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,9,10,2026-03-24,2026-03-25,Sans événement,Voiture Privée,Voiture Privée,car:1496s:7.89km,car:1339s:7.89km,False,True,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,10,11,2026-03-25,2026-03-26,Sans événement,Voiture Privée,Voiture Privée,car:1339s:7.89km,car:1453s:7.89km,False,True,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,11,12,2026-03-26,2026-03-27,Sans événement,Voiture Privée,Voiture Privée,car:1453s:7.89km,car:1166s:7.89km,False,True,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,12,15,2026-03-27,2026-03-30,Sans événement,Voiture Privée,Voiture Privée,car:1166s:7.89km,car:1496s:7.89km,False,True,3,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,15,16,2026-03-30,2026-03-31,Sans événement,Voiture Privée,Voiture Privée,car:1496s:7.89km,car:1496s:7.89km,False,False,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,16,17,2026-03-31,2026-04-01,Sans événement,Voiture Privée,Voiture Privée,car:1496s:7.89km,car:1339s:7.89km,False,True,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,17,18,2026-04-01,2026-04-02,Sans événement,Voiture Privée,Voiture Privée,car:1339s:7.89km,car:1453s:7.89km,False,True,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,18,19,2026-04-02,2026-04-03,Sans événement,Voiture Privée,Transports_collectifs,car:1453s:7.89km,"foot,bus,foot,metro,foot,bus,foot:3108s:9.29km",True,True,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,19,22,2026-04-03,2026-04-06,Sans événement,Transports_collectifs,Voiture Privée,"foot,bus,foot,metro,foot,bus,foot:3108s:9.29km",car:1496s:7.89km,True,True,3,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,22,23,2026-04-06,2026-04-07,Sans événement,Voiture Privée,Voiture Privée,car:1496s:7.89km,car:1496s:7.89km,False,False,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,23,24,2026-04-07,2026-04-08,Sans événement,Voiture Privée,Voiture Privée,car:1496s:7.89km,car:1339s:7.89km,False,True,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,24,25,2026-04-08,2026-04-09,Sans événement,Voiture Privée,Voiture Privée,car:1339s:7.89km,car:1453s:7.89km,False,True,1,True,LLM,LLM,True
1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,Etude,25,26,2026-04-09,2026-04-10,Sans événement,Voiture Privée,Voiture Privée,car:1453s:7.89km,car:1166s:7.89km,False,True,1,True,LLM,LLM,True
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,1,2,2026-03-16,2026-03-17,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,2,3,2026-03-17,2026-03-18,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,3,4,2026-03-18,2026-03-19,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,4,7,2026-03-19,2026-03-22,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,3,False,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,7,8,2026-03-22,2026-03-23,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,8,9,2026-03-23,2026-03-24,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,9,10,2026-03-24,2026-03-25,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,10,11,2026-03-25,2026-03-26,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,11,14,2026-03-26,2026-03-29,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,3,False,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,14,15,2026-03-29,2026-03-30,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,15,16,2026-03-30,2026-03-31,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,16,17,2026-03-31,2026-04-01,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,17,18,2026-04-01,2026-04-02,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,18,21,2026-04-02,2026-04-05,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,3,False,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,21,22,2026-04-05,2026-04-06,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,22,23,2026-04-06,2026-04-07,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,23,24,2026-04-07,2026-04-08,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,home,24,25,2026-04-08,2026-04-09,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,1,2,2026-03-16,2026-03-17,Sans événement,Voiture Privée,Voiture Privée,car:954s:5.04km,car:954s:5.04km,False,False,1,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,2,3,2026-03-17,2026-03-18,Sans événement,Voiture Privée,Voiture Privée,car:954s:5.04km,car:919s:5.04km,False,True,1,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,3,4,2026-03-18,2026-03-19,Sans événement,Voiture Privée,Voiture Privée,car:919s:5.04km,car:936s:5.04km,False,True,1,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,4,5,2026-03-19,2026-03-20,Sans événement,Voiture Privée,Voiture Privée,car:936s:5.04km,car:844s:5.04km,False,True,1,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,5,8,2026-03-20,2026-03-23,Sans événement,Voiture Privée,Voiture Privée,car:844s:5.04km,car:954s:5.04km,False,True,3,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,8,9,2026-03-23,2026-03-24,Sans événement,Voiture Privée,Voiture Privée,car:954s:5.04km,car:954s:5.04km,False,False,1,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,9,10,2026-03-24,2026-03-25,Sans événement,Voiture Privée,Voiture Privée,car:954s:5.04km,car:919s:5.04km,False,True,1,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,10,11,2026-03-25,2026-03-26,Sans événement,Voiture Privée,Voiture Privée,car:919s:5.04km,car:936s:5.04km,False,True,1,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,11,12,2026-03-26,2026-03-27,Sans événement,Voiture Privée,Voiture Privée,car:936s:5.04km,car:844s:5.04km,False,True,1,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,12,15,2026-03-27,2026-03-30,Sans événement,Voiture Privée,Voiture Privée,car:844s:5.04km,car:954s:5.04km,False,True,3,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,15,16,2026-03-30,2026-03-31,Sans événement,Voiture Privée,Voiture Privée,car:954s:5.04km,car:954s:5.04km,False,False,1,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,16,17,2026-03-31,2026-04-01,Sans événement,Voiture Privée,Voiture Privée,car:954s:5.04km,car:919s:5.04km,False,True,1,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,17,18,2026-04-01,2026-04-02,Sans événement,Voiture Privée,Voiture Privée,car:919s:5.04km,car:936s:5.04km,False,True,1,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,18,19,2026-04-02,2026-04-03,Sans événement,Voiture Privée,Voiture Privée,car:936s:5.04km,car:844s:5.04km,False,True,1,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,19,22,2026-04-03,2026-04-06,Sans événement,Voiture Privée,Voiture Privée,car:844s:5.04km,car:954s:5.04km,False,True,3,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,22,23,2026-04-06,2026-04-07,Sans événement,Voiture Privée,Voiture Privée,car:954s:5.04km,car:954s:5.04km,False,False,1,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,23,24,2026-04-07,2026-04-08,Sans événement,Voiture Privée,Voiture Privée,car:954s:5.04km,car:919s:5.04km,False,True,1,True,LLM,LLM,True
1127258,903354b1-09e1-5672-9b53-77a84fe432dc,Etude,24,25,2026-04-08,2026-04-09,Sans événement,Voiture Privée,Voiture Privée,car:919s:5.04km,car:936s:5.04km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,1,2,2026-03-16,2026-03-17,Sans événement,Voiture Privée,Voiture Privée,car:906s:4.68km,car:999s:4.68km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,2,3,2026-03-17,2026-03-18,Sans événement,Voiture Privée,Voiture Privée,car:999s:4.68km,car:879s:4.68km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,3,4,2026-03-18,2026-03-19,Sans événement,Voiture Privée,Voiture Privée,car:879s:4.68km,car:966s:4.68km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,4,5,2026-03-19,2026-03-20,Sans événement,Voiture Privée,Voiture Privée,car:966s:4.68km,car:999s:4.68km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,5,8,2026-03-20,2026-03-23,Sans événement,Voiture Privée,Voiture Privée,car:999s:4.68km,car:906s:4.68km,False,True,3,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,8,9,2026-03-23,2026-03-24,Sans événement,Voiture Privée,Voiture Privée,car:906s:4.68km,car:999s:4.68km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,9,10,2026-03-24,2026-03-25,Sans événement,Voiture Privée,Voiture Privée,car:999s:4.68km,car:879s:4.68km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,10,11,2026-03-25,2026-03-26,Sans événement,Voiture Privée,Voiture Privée,car:879s:4.68km,car:966s:4.68km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,11,12,2026-03-26,2026-03-27,Sans événement,Voiture Privée,Voiture Privée,car:966s:4.68km,car:999s:4.68km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,12,15,2026-03-27,2026-03-30,Sans événement,Voiture Privée,Voiture Privée,car:999s:4.68km,car:906s:4.68km,False,True,3,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,15,16,2026-03-30,2026-03-31,Sans événement,Voiture Privée,Voiture Privée,car:906s:4.68km,car:999s:4.68km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,16,17,2026-03-31,2026-04-01,Sans événement,Voiture Privée,Voiture Privée,car:999s:4.68km,car:879s:4.68km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,17,18,2026-04-01,2026-04-02,Sans événement,Voiture Privée,Voiture Privée,car:879s:4.68km,car:966s:4.68km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,18,19,2026-04-02,2026-04-03,Sans événement,Voiture Privée,Voiture Privée,car:966s:4.68km,car:999s:4.68km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,19,22,2026-04-03,2026-04-06,Sans événement,Voiture Privée,Voiture Privée,car:999s:4.68km,car:906s:4.68km,False,True,3,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,22,23,2026-04-06,2026-04-07,Sans événement,Voiture Privée,Voiture Privée,car:906s:4.68km,car:999s:4.68km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,23,24,2026-04-07,2026-04-08,Sans événement,Voiture Privée,Voiture Privée,car:999s:4.68km,car:879s:4.68km,False,True,1,True,LLM,LLM,True
1127258,c4fd3b09-525d-5b75-af83-24e3bbd66f08,home,24,25,2026-04-08,2026-04-09,Sans événement,Voiture Privée,Voiture Privée,car:879s:4.68km,car:966s:4.68km,False,True,1,True,LLM,LLM,True
1127258,d12f2c59-d45a-565a-8a10-4ee0b3e75946,leisure,1,2,2026-03-16,2026-03-17,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,d12f2c59-d45a-565a-8a10-4ee0b3e75946,leisure,2,3,2026-03-17,2026-03-18,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,d12f2c59-d45a-565a-8a10-4ee0b3e75946,leisure,3,4,2026-03-18,2026-03-19,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,d12f2c59-d45a-565a-8a10-4ee0b3e75946,leisure,4,5,2026-03-19,2026-03-20,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,1,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
1127258,d12f2c59-d45a-565a-8a10-4ee0b3e75946,leisure,5,8,2026-03-20,2026-03-23,Sans événement,Aucun,Aucun,Aucun,Aucun,False,False,3,True,Pas de déplacement (même localisation),Pas de déplacement (même localisation),False
