Référence,Trajet,ID Trajet,Mode de transport Choisi,Plus rapide,Modes proposés au LLM,P(Marche) %,P(Vélo) %,P(Voiture Privée) %,P(Transports_collectifs) %,P(Train) %,P(Deux-roues motorisé) %,P(Autres modes) %,Lieu de résidence,Genre,Âge,Occupation principale,Type de logement,Motifs de déplacement,Distance parcourue,Méthode de sélection,Contrainte de chaîne,Anticipation,Fournisseur & Modèle,Température,Mémoire à court terme,Mémoire à long terme,Filtre de perception,Traits de personnalité,Météo Température (°C),Météo Condition,Météo Précipitations (mm),Raisonnement,Retard planification (s),Heure de calcul,Temps simulé,Heure de départ,ID Personne,ID Activité,Source des propositions,Écartées (motifs),Identifiant lot,Index retenu,Options présentées,Origine de la décision,Options (descriptif),Choc,Jour relatif au choc,Rôle,Raison d'exposition
2026-09-25_13_06,11,889ccc5a-943d-4145-bbc1-62d13e9d0228,Marche,Voiture Privée,Voiture Privée | Transports_collectifs | Transports_collectifs | Marche | Marche | Transports_collectifs,25.0,0.0,60.0,15.0,0.0,0.0,0.0,1st ring,Homme,9,Pupil (up to Baccalaureate),Detached house,home,1.19,LLM,sortie_bloquee,meteo,google_gemini31_key1,0,True,True,False,False,14.0,Clear/Sunny,0.0,"For a child, the car is the most convenient and fastest option provided by the household, while walking is a safe and simple alternative for such a short distance. [Répartition estimée : car 60% · walking 25% · public_transport 15% — mode tiré au sort.]",0,2026-09-25T11:07:44+00:00,1773682577,2026-03-16 17:36:17,286923,839430d3-0232-533f-b23e-d187b9c7ac8a,en_vol:6,,,3,6,direct,"0:car:267s:1.18km | 1:foot,bus,foot:693s:1.45km | 2:foot,bus,foot:708s:1.36km | 3:foot:880s:1.19km | 4:foot:892s:1.15km | 5:foot,bus,foot:1212s:1.83km",a09_vent_autan,-8,co_resident,foyer:133048
2026-09-25_13_06,12,6aeb200d-76b8-4a5c-bba1-012243428b5d,Transports_collectifs,Transports_collectifs,Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1st ring,Femme,42,Full-time worker,Detached house,other,30.55,LLM,sortie_bloquee,agenda,google_gemini31_key1,0,True,True,False,False,14.0,Clear/Sunny,0.0,"As a busy working professional, Adrienne prioritizes the fastest travel options with the fewest interchanges to minimize the impact on her schedule, though all public transport options are relatively inefficient for this specific route. [Répartition estimée : public_transport 100% — mode tiré au sort.]",0,2026-09-25T11:07:44+00:00,1773680497,2026-03-16 17:17:46,286921,152926ea-4ca5-57f0-b8d2-c237d9baf41c,en_vol:6,,,1,6,direct,"0:foot,metro,foot,rail,foot,bus,foot:4275s:22.72km | 1:foot,rail,foot,bus,foot:4328s:30.55km | 2:foot,rail,foot,bus,foot:4329s:22.87km | 3:foot,metro,foot,bus,foot:4608s:23.78km | 4:foot,bus,foot:4685s:27.48km | 5:foot,metro,foot,bus,foot:4875s:24.07km",a09_vent_autan,-8,co_resident,foyer:133048
2026-09-25_13_06,13,a239c2ca-7921-4094-8769-29d9b6daecfa,Transports_collectifs,Transports_collectifs,Transports_collectifs | Transports_collectifs | Marche | Marche | Transports_collectifs | Transports_collectifs,25.0,0.0,0.0,75.0,0.0,0.0,0.0,1st ring,Femme,42,Full-time worker,Detached house,home,2.3,LLM,sortie_bloquee,,google_gemini31_key1,0,True,True,False,False,13.0,Clear/Sunny,0.0,"As a busy working professional, Adrienne prioritizes the fastest travel option (Option 0) to minimize time away from home, while walking is considered only as a secondary, reliable alternative. [Répartition estimée : public_transport 75% · walking 25% — mode tiré au sort.]",0,2026-09-25T11:07:49+00:00,1773688032,2026-03-16 19:09:53,286921,eff43ddf-2676-5354-b5f3-20d26379eec2,en_vol:6,,,0,6,direct,"0:foot,bus,foot:1274s:2.3km | 1:foot,bus,foot:1584s:2.59km | 2:foot:1621s:2.23km | 3:foot:1733s:2.26km | 4:foot,bus,foot:2012s:2.85km | 5:foot,bus,foot:2098s:3.05km",a09_vent_autan,-8,co_resident,foyer:133048
2026-09-25_13_06,14,3ec2bba6-921b-4b8f-9dbe-e4131d87bee5,Voiture Privée,Voiture Privée,Voiture Privée | Vélo | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs,0.0,2.0,94.0,4.0,0.0,0.0,0.0,1st ring,Homme,40,Full-time worker,Detached house,Travail,26.31,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,7.0,Clear/Sunny,0.0,"As a full-time worker with a long commute, Arthur prioritizes the significant time savings and schedule control offered by his car over the excessive duration and complexity of public transport options. [Répartition estimée : car 94% · public_transport 4% · cycling 2% — mode tiré au sort.]",0,2026-09-25T11:08:08+00:00,1773727038,2026-03-17 05:57:18,286920,77dc39e3-67f4-5bfd-ac32-406697f6d784,en_vol:6,plafond:2,,0,6,direct,"0:car:1362s:26.31km | 1:bicycle:4910s:22.64km | 2:foot,bus,foot,bus,foot:5617s:26.07km | 3:foot,bus,foot,bus,foot:5631s:27.04km | 4:foot,bus,foot,bus,foot:5655s:27.17km | 5:foot,bus,foot,bus,foot,bus,foot:5733s:27.51km",a09_vent_autan,-7,expose,foyer:133048
2026-09-25_13_06,15,4ade40e7-7b16-449d-9b3a-842e5a235db5,Vélo,Voiture Privée,Voiture Privée | Vélo | Marche | Marche | Transports_collectifs | Transports_collectifs,60.0,20.0,20.0,0.0,0.0,0.0,0.0,1st ring,Femme,6,Pupil (up to Baccalaureate),Detached house,Etude,1.21,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,6.0,Clear/Sunny,0.0,"As a child, Josette relies on parental transport, making walking or being driven the most practical options, while public transport is inefficient due to excessive walking and lack of a pass. [Répartition estimée : walking 60% · cycling 20% · car 20% — mode tiré au sort.]",0,2026-09-25T11:08:15+00:00,1773730790,2026-03-17 06:59:50,286922,55fc17f3-2bda-5842-9e72-714949e1c0cc,en_vol:6,plafond:3,,1,6,direct,"0:car:175s:1.24km | 1:bicycle:590s:1.21km | 2:foot:880s:1.19km | 3:foot:952s:1.21km | 4:foot,bus,foot:1417s:2.04km | 5:foot,bus,foot:1417s:2.04km",a09_vent_autan,-7,co_resident,foyer:133048
2026-09-25_13_06,16,11e61e9f-87de-45b9-ab90-85582a0d2e77,Vélo,Vélo,Vélo | Voiture Privée | Transports_collectifs | Marche | Marche | Transports_collectifs,15.0,80.0,5.0,0.0,0.0,0.0,0.0,1st ring,Homme,9,Pupil (up to Baccalaureate),Detached house,Etude,1.21,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,6.0,Clear/Sunny,0.0,"Denis prefers cycling as it is the fastest and most enjoyable mode for his short commute, as evidenced by his positive experience with this mode. [Répartition estimée : cycling 80% · walking 15% · car 5% — mode tiré au sort.]",0,2026-09-25T11:10:12+00:00,1773737014,2026-03-17 08:43:34,286923,fe705413-82ad-5bdf-90d1-c1da093454c2,en_vol:6,plafond:3,,0,6,direct,"0:bicycle:290s:1.21km | 1:car:292s:1.18km | 2:foot,bus,foot:596s:1.24km | 3:foot:880s:1.19km | 4:foot:892s:1.15km | 5:foot,bus,foot:1201s:1.83km",a09_vent_autan,-7,co_resident,foyer:133048
2026-09-25_13_06,17,c384c424-c879-45d7-bad5-cec3a0da72cf,Marche,Voiture Privée,Voiture Privée | Vélo | Transports_collectifs | Marche | Marche | Transports_collectifs,30.0,30.0,40.0,0.0,0.0,0.0,0.0,1st ring,Homme,9,Pupil (up to Baccalaureate),Detached house,home,1.19,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,15.0,Clear/Sunny,0.0,"As a child, Denis prefers the speed and convenience of being driven by parents or cycling, while public transport is inefficient for such short distances. [Répartition estimée : car 40% · walking 30% · cycling 30% — mode tiré au sort.]",0,2026-09-25T11:11:03+00:00,1773751217,2026-03-17 12:40:17,286923,a120b685-6647-50e1-89d9-b699f76304fd,en_vol:6,plafond:1,,3,6,direct,"0:car:209s:1.18km | 1:bicycle:290s:1.21km | 2:foot,bus,foot:633s:1.45km | 3:foot:880s:1.19km | 4:foot:892s:1.15km | 5:foot,bus,foot:1510s:2.17km",a09_vent_autan,-7,co_resident,foyer:133048
2026-09-25_13_06,18,e59fc07e-a451-4e7d-8dc4-3664160056b8,Voiture Privée,Vélo,Vélo | Voiture Privée | Transports_collectifs | Marche | Marche | Transports_collectifs,20.0,20.0,60.0,0.0,0.0,0.0,0.0,1st ring,Femme,6,Pupil (up to Baccalaureate),Detached house,home,1.21,LLM,passager,meteo,google_gemini31_key1,0,True,True,False,False,19.0,Clear/Sunny,0.0,"Josette has a strong preference for the comfort and speed of car travel, which aligns with her history of being driven by parents. [Répartition estimée : car 60% · walking 20% · cycling 20% — mode tiré au sort.]",0,2026-09-25T11:11:03+00:00,1773769899,2026-03-17 17:51:39,286922,504aff56-3c74-5a35-98d7-f5edd716f6f2,en_vol:6,plafond:3,,1,6,direct,"0:bicycle:290s:1.21km | 1:car:291s:1.21km | 2:foot,bus,foot:768s:1.42km | 3:foot:880s:1.19km | 4:foot:952s:1.21km | 5:foot,bus,foot:1272s:1.9km",a09_vent_autan,-7,co_resident,foyer:133048
2026-09-25_13_06,19,11342be6-7373-4648-8173-7a07fba92036,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Transports_collectifs | Transports_collectifs | Vélo | Transports_collectifs,0.0,1.0,94.0,5.0,0.0,0.0,0.0,1st ring,Femme,42,Full-time worker,Detached house,Travail,22.03,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,6.0,Clear/Sunny,0.0,"Given her busy schedule and the significant time savings of 24 minutes versus over an hour for public transport, the car is the only efficient choice for her commute. [Répartition estimée : car 94% · public_transport 5% · cycling 1% — mode tiré au sort.]",0,2026-09-25T11:11:16+00:00,1773730595,2026-03-17 06:56:35,286921,fdc4a9c5-51d6-5dff-9828-90d83e0afa75,en_vol:6,,,0,6,direct,"0:car:1472s:22.03km | 1:foot,bus,foot,rail,foot,metro,foot:3673s:22.49km | 2:foot,bus,foot,rail,foot:3848s:22.63km | 3:foot,bus,foot,metro,foot:4296s:23.15km | 4:bicycle:4634s:20.12km | 5:foot,bus,foot:5022s:24.4km",a09_vent_autan,-7,co_resident,foyer:133048
2026-09-25_13_06,20,8f6d2cad-f4b9-48eb-8a6a-a89fa377eda3,Voiture Privée,Voiture Privée,Voiture Privée,,,,,,,,1st ring,Homme,40,Full-time worker,Detached house,home,23.05,Un seul itinéraire disponible,retour_force,,,0,True,True,False,False,16.0,Clear/Sunny,0.0,"Un seul itinéraire disponible, sélection automatique",0,2026-09-25T11:11:36+00:00,1773775299,2026-03-17 19:21:39,286920,dde263c1-324f-540f-b9cd-e8beab2a481a,en_vol:1,"retour_force:foot,bus,bus,foot,foot,bus,foot,rail,foot,bus,foot,foot,rail,rail,foot,bus,foot",,0,1,,0:car:1594s:23.05km,a09_vent_autan,-7,expose,foyer:133048
2026-09-25_13_06,21,65e0b02c-f20a-4d6c-b4e8-3680c6c19576,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Marche | Marche | Transports_collectifs | Transports_collectifs,45.0,0.0,45.0,10.0,0.0,0.0,0.0,1st ring,Femme,42,Full-time worker,Detached house,Achats,1.48,LLM,sortie_bloquee,agenda,google_gemini31_key1,0,True,True,False,False,15.0,Clear/Sunny,0.0,"As a busy professional, Adrienne prioritizes the efficiency of her car for quick errands, though walking is a highly viable and simple alternative for such a short distance given the pleasant weather. [Répartition estimée : walking 45% · car 45% · public_transport 10% — mode tiré au sort.]",0,2026-09-25T11:11:37+00:00,1773754689,2026-03-17 13:38:09,286921,006b2835-991a-52f6-86b5-46c8b1ff4348,en_vol:6,,,0,6,direct,"0:car:301s:1.48km | 1:foot,bus,foot:489s:0.89km | 2:foot:604s:0.75km | 3:foot:638s:0.8km | 4:foot,bus,foot:840s:1.64km | 5:foot,bus,foot:846s:1.84km",a09_vent_autan,-7,co_resident,foyer:133048
2026-09-25_13_06,22,fb319f13-0206-4aec-91ec-06bc0a96c788,Voiture Privée,Voiture Privée,Voiture Privée | Vélo | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs,0.0,2.0,94.0,4.0,0.0,0.0,0.0,1st ring,Homme,40,Full-time worker,Detached house,Travail,26.31,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,9.0,Clear/Sunny,0.0,"As a full-time worker with a long commute, Arthur prioritizes the significant time savings and reliability of his car over the excessive duration and complexity of public transport options. [Répartition estimée : car 94% · public_transport 4% · cycling 2% — mode tiré au sort.]",0,2026-09-25T11:12:35+00:00,1773813438,2026-03-18 05:57:18,286920,77dc39e3-67f4-5bfd-ac32-406697f6d784,en_vol:6,plafond:2,,0,6,direct,"0:car:1372s:26.31km | 1:bicycle:4910s:22.64km | 2:foot,bus,foot,bus,foot:5617s:26.07km | 3:foot,bus,foot,bus,foot:5631s:27.04km | 4:foot,bus,foot,bus,foot:5655s:27.17km | 5:foot,bus,foot,bus,foot,bus,foot:5733s:27.51km",a09_vent_autan,-6,expose,foyer:133048
2026-09-25_13_06,23,22313f1f-25be-41c0-b10b-3e39f40bbe47,Voiture Privée,Voiture Privée,Voiture Privée | Vélo | Marche | Marche | Transports_collectifs | Transports_collectifs,15.0,5.0,80.0,0.0,0.0,0.0,0.0,1st ring,Femme,6,Pupil (up to Baccalaureate),Detached house,Etude,1.24,LLM,passager,agenda,google_gemini31_key1,0,True,True,False,False,8.0,Clear/Sunny,0.0,"As a young child, Josette relies on her parents for transport, and given the cold morning temperature and her established habit of being driven to school for speed and comfort, the car remains the most likely choice. [Répartition estimée : car 80% · walking 15% · cycling 5% — mode tiré au sort.]",0,2026-09-25T11:12:45+00:00,1773817190,2026-03-18 06:59:50,286922,55fc17f3-2bda-5842-9e72-714949e1c0cc,en_vol:6,plafond:3,,0,6,direct,"0:car:175s:1.24km | 1:bicycle:590s:1.21km | 2:foot:880s:1.19km | 3:foot:952s:1.21km | 4:foot,bus,foot:1417s:2.04km | 5:foot,bus,foot:1417s:2.04km",a09_vent_autan,-6,co_resident,foyer:133048
2026-09-25_13_06,24,87596fe5-52b2-4b2e-b01e-0180795381c1,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Marche | Marche | Transports_collectifs | Transports_collectifs,40.0,0.0,40.0,20.0,0.0,0.0,0.0,1st ring,Femme,42,Full-time worker,Detached house,Travail,0.94,LLM,sortie_bloquee,agenda,google_gemini31_key1,0,True,True,False,False,15.0,Clear/Sunny,0.0,"Given the very short distance and the need for schedule efficiency, Adrienne prioritizes the car for its speed and autonomy, though walking is a viable and pleasant alternative for such a short trip. [Répartition estimée : walking 40% · car 40% · public_transport 20% — mode tiré au sort.]",0,2026-09-25T11:12:51+00:00,1773757385,2026-03-17 14:23:05,286921,8242f224-3dcf-5afd-8549-87824c027353,en_vol:6,plafond:1,,0,6,direct,"0:car:152s:0.94km | 1:foot,bus,foot:591s:1.23km | 2:foot:604s:0.75km | 3:foot:638s:0.8km | 4:foot,bus,foot:924s:1.38km | 5:foot,bus,foot:930s:1.35km",a09_vent_autan,-7,co_resident,foyer:133048
2026-09-25_13_06,25,d2bd92b7-b11b-498a-bdaf-f91ec17a2221,Vélo,Voiture Privée,Voiture Privée | Vélo | Transports_collectifs | Transports_collectifs | Marche | Marche,40.0,40.0,10.0,10.0,0.0,0.0,0.0,1st ring,Homme,9,Pupil (up to Baccalaureate),Detached house,Etude,1.21,LLM,,agenda,google_gemini31_key1,0,True,True,False,False,15.0,Clear/Sunny,0.0,"As a 9-year-old, Denis prefers the autonomy and speed of cycling, which he has previously enjoyed, while walking remains a reliable secondary option for pleasant weather. [Répartition estimée : walking 40% · cycling 40% · car 10% · public_transport 10% — mode tiré au sort.]",0,2026-09-25T11:13:17+00:00,1773757271,2026-03-17 14:21:11,286923,4f6f0c39-09b9-5f8b-940f-07bcb84b8e94,en_vol:6,plafond:1,,1,6,direct,"0:car:205s:1.18km | 1:bicycle:290s:1.21km | 2:foot,bus,foot:596s:1.24km | 3:foot,bus,foot:692s:1.49km | 4:foot:880s:1.19km | 5:foot:892s:1.15km",a09_vent_autan,-7,co_resident,foyer:133048
