person_id,activite_id,motif,jour_prev,jour_curr,date_prev,date_curr,phase_curr,mode_prev,mode_curr,route_prev,route_curr,modal_change,route_change,day_gap,is_consecutive_day,selection_prev,selection_curr,is_llm_valid_transition
861500,00c17976-c72c-5da2-a1fb-20a399c7020a,Travail,22,23,2026-04-06,2026-04-07,4. Post-choc tardif (J15-21+),Marche,Marche,foot:1232s:1.66km,foot:1232s:1.66km,False,False,1,True,LLM,LLM,True
861500,00c17976-c72c-5da2-a1fb-20a399c7020a,Travail,23,24,2026-04-07,2026-04-08,4. Post-choc tardif (J15-21+),Marche,Voiture Privée,foot:1232s:1.66km,car:259s:1.48km,True,True,1,True,LLM,LLM,True
861500,00c17976-c72c-5da2-a1fb-20a399c7020a,Travail,24,25,2026-04-08,2026-04-09,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:259s:1.48km,car:265s:1.48km,False,True,1,True,LLM,LLM,True
861500,00c17976-c72c-5da2-a1fb-20a399c7020a,Travail,25,26,2026-04-09,2026-04-10,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:265s:1.48km,car:231s:1.48km,False,True,1,True,LLM,LLM,True
861500,00c17976-c72c-5da2-a1fb-20a399c7020a,Travail,26,29,2026-04-10,2026-04-13,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:231s:1.48km,car:271s:1.48km,False,True,3,True,LLM,LLM,True
861500,00c17976-c72c-5da2-a1fb-20a399c7020a,Travail,29,30,2026-04-13,2026-04-14,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:271s:1.48km,car:271s:1.48km,False,False,1,True,LLM,LLM,True
861500,00c17976-c72c-5da2-a1fb-20a399c7020a,Travail,30,31,2026-04-14,2026-04-15,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:271s:1.48km,car:259s:1.48km,False,True,1,True,LLM,LLM,True
861500,00c17976-c72c-5da2-a1fb-20a399c7020a,Travail,31,32,2026-04-15,2026-04-16,4. Post-choc tardif (J15-21+),Voiture Privée,Marche,car:259s:1.48km,foot:1232s:1.66km,True,True,1,True,LLM,LLM,True
861500,00c17976-c72c-5da2-a1fb-20a399c7020a,Travail,32,33,2026-04-16,2026-04-17,4. Post-choc tardif (J15-21+),Marche,Marche,foot:1232s:1.66km,foot:1232s:1.66km,False,False,1,True,LLM,LLM,True
861500,00c17976-c72c-5da2-a1fb-20a399c7020a,Travail,33,36,2026-04-17,2026-04-20,4. Post-choc tardif (J15-21+),Marche,Voiture Privée,foot:1232s:1.66km,car:271s:1.48km,True,True,3,True,LLM,LLM,True
861500,00c17976-c72c-5da2-a1fb-20a399c7020a,Travail,36,37,2026-04-20,2026-04-21,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:271s:1.48km,car:271s:1.48km,False,False,1,True,LLM,LLM,True
861500,00c17976-c72c-5da2-a1fb-20a399c7020a,Travail,37,38,2026-04-21,2026-04-22,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:271s:1.48km,car:259s:1.48km,False,True,1,True,LLM,LLM,True
861500,00c17976-c72c-5da2-a1fb-20a399c7020a,Travail,38,39,2026-04-22,2026-04-23,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:259s:1.48km,car:265s:1.48km,False,True,1,True,LLM,LLM,True
861500,00c17976-c72c-5da2-a1fb-20a399c7020a,Travail,39,40,2026-04-23,2026-04-24,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:265s:1.48km,car:231s:1.48km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,2,3,2026-03-17,2026-03-18,1. Pré-choc (J1-7),Voiture Privée,Voiture Privée,car:703s:5.05km,car:717s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,3,5,2026-03-18,2026-03-20,1. Pré-choc (J1-7),Voiture Privée,Voiture Privée,car:717s:5.05km,car:717s:5.05km,False,False,2,False,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,5,9,2026-03-20,2026-03-24,2. Péri-choc (J8-9),Voiture Privée,Voiture Privée,car:717s:5.05km,car:703s:5.05km,False,True,4,False,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,9,10,2026-03-24,2026-03-25,3. Post-choc immédiat (J10-14),Voiture Privée,Voiture Privée,car:703s:5.05km,car:717s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,10,11,2026-03-25,2026-03-26,3. Post-choc immédiat (J10-14),Voiture Privée,Voiture Privée,car:717s:5.05km,car:720s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,11,15,2026-03-26,2026-03-30,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:720s:5.05km,car:670s:5.05km,False,True,4,False,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,15,16,2026-03-30,2026-03-31,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:670s:5.05km,car:703s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,16,17,2026-03-31,2026-04-01,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:703s:5.05km,car:717s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,17,18,2026-04-01,2026-04-02,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:717s:5.05km,car:720s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,18,22,2026-04-02,2026-04-06,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:720s:5.05km,car:670s:5.05km,False,True,4,False,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,22,23,2026-04-06,2026-04-07,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:670s:5.05km,car:703s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,23,24,2026-04-07,2026-04-08,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:703s:5.05km,car:717s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,24,25,2026-04-08,2026-04-09,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:717s:5.05km,car:720s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,25,26,2026-04-09,2026-04-10,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:720s:5.05km,car:717s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,26,29,2026-04-10,2026-04-13,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:717s:5.05km,car:670s:5.05km,False,True,3,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,29,30,2026-04-13,2026-04-14,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:670s:5.05km,car:703s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,30,31,2026-04-14,2026-04-15,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:703s:5.05km,car:717s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,31,32,2026-04-15,2026-04-16,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:717s:5.05km,car:720s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,32,33,2026-04-16,2026-04-17,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:720s:5.05km,car:717s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,33,36,2026-04-17,2026-04-20,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:717s:5.05km,car:670s:5.05km,False,True,3,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,36,37,2026-04-20,2026-04-21,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:670s:5.05km,car:703s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,37,38,2026-04-21,2026-04-22,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:703s:5.05km,car:717s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,38,39,2026-04-22,2026-04-23,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:717s:5.05km,car:720s:5.05km,False,True,1,True,LLM,LLM,True
861500,32506179-261f-5059-bdd0-1fa94db5fad5,other,39,40,2026-04-23,2026-04-24,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:720s:5.05km,car:717s:5.05km,False,True,1,True,LLM,LLM,True
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,2,4,2026-03-17,2026-03-19,1. Pré-choc (J1-7),Voiture Privée,Voiture Privée,car:641s:4.98km,car:655s:4.98km,False,True,2,False,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,4,8,2026-03-19,2026-03-23,2. Péri-choc (J8-9),Voiture Privée,Voiture Privée,car:655s:4.98km,car:641s:4.98km,False,True,4,False,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,8,9,2026-03-23,2026-03-24,2. Péri-choc (J8-9),Voiture Privée,Voiture Privée,car:641s:4.98km,car:641s:4.98km,False,False,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,9,10,2026-03-24,2026-03-25,3. Post-choc immédiat (J10-14),Voiture Privée,Voiture Privée,car:641s:4.98km,car:655s:4.98km,False,True,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,10,12,2026-03-25,2026-03-27,3. Post-choc immédiat (J10-14),Voiture Privée,Voiture Privée,car:655s:4.98km,car:652s:4.98km,False,True,2,False,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,12,15,2026-03-27,2026-03-30,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:652s:4.98km,car:641s:4.98km,False,True,3,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,15,16,2026-03-30,2026-03-31,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:641s:4.98km,car:641s:4.98km,False,False,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,16,17,2026-03-31,2026-04-01,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:641s:4.98km,car:655s:4.98km,False,True,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,17,19,2026-04-01,2026-04-03,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:655s:4.98km,car:652s:4.98km,False,True,2,False,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,19,22,2026-04-03,2026-04-06,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:652s:4.98km,car:641s:4.98km,False,True,3,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,22,23,2026-04-06,2026-04-07,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:641s:4.98km,car:641s:4.98km,False,False,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,23,24,2026-04-07,2026-04-08,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:641s:4.98km,car:655s:4.98km,False,True,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,24,25,2026-04-08,2026-04-09,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:655s:4.98km,car:655s:4.98km,False,False,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,25,26,2026-04-09,2026-04-10,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:655s:4.98km,car:652s:4.98km,False,True,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,26,29,2026-04-10,2026-04-13,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:652s:4.98km,car:641s:4.98km,False,True,3,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,29,30,2026-04-13,2026-04-14,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:641s:4.98km,car:641s:4.98km,False,False,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,30,31,2026-04-14,2026-04-15,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:641s:4.98km,car:655s:4.98km,False,True,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,31,32,2026-04-15,2026-04-16,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:655s:4.98km,car:655s:4.98km,False,False,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,32,33,2026-04-16,2026-04-17,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:655s:4.98km,car:652s:4.98km,False,True,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,33,36,2026-04-17,2026-04-20,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:652s:4.98km,car:641s:4.98km,False,True,3,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,36,37,2026-04-20,2026-04-21,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:641s:4.98km,car:641s:4.98km,False,False,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,37,38,2026-04-21,2026-04-22,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:641s:4.98km,car:655s:4.98km,False,True,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,38,39,2026-04-22,2026-04-23,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:655s:4.98km,car:655s:4.98km,False,False,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,426f9e8c-ec0a-57b3-a964-3a34bd0a0e71,home,39,40,2026-04-23,2026-04-24,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:655s:4.98km,car:652s:4.98km,False,True,1,True,Un seul itinéraire disponible,Un seul itinéraire disponible,False
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,2,4,2026-03-17,2026-03-19,1. Pré-choc (J1-7),Voiture Privée,Voiture Privée,car:582s:4.86km,car:593s:4.86km,False,True,2,False,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,4,8,2026-03-19,2026-03-23,2. Péri-choc (J8-9),Voiture Privée,Voiture Privée,car:593s:4.86km,car:582s:4.86km,False,True,4,False,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,8,9,2026-03-23,2026-03-24,2. Péri-choc (J8-9),Voiture Privée,Voiture Privée,car:582s:4.86km,car:582s:4.86km,False,False,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,9,10,2026-03-24,2026-03-25,3. Post-choc immédiat (J10-14),Voiture Privée,Voiture Privée,car:582s:4.86km,car:593s:4.86km,False,True,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,10,12,2026-03-25,2026-03-27,3. Post-choc immédiat (J10-14),Voiture Privée,Voiture Privée,car:593s:4.86km,car:582s:4.86km,False,True,2,False,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,12,15,2026-03-27,2026-03-30,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:582s:4.86km,car:582s:4.86km,False,False,3,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,15,16,2026-03-30,2026-03-31,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:582s:4.86km,car:582s:4.86km,False,False,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,16,17,2026-03-31,2026-04-01,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:582s:4.86km,car:593s:4.86km,False,True,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,17,19,2026-04-01,2026-04-03,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:593s:4.86km,car:582s:4.86km,False,True,2,False,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,19,22,2026-04-03,2026-04-06,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:582s:4.86km,car:582s:4.86km,False,False,3,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,22,23,2026-04-06,2026-04-07,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:582s:4.86km,car:582s:4.86km,False,False,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,23,24,2026-04-07,2026-04-08,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:582s:4.86km,car:593s:4.86km,False,True,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,24,25,2026-04-08,2026-04-09,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:593s:4.86km,car:593s:4.86km,False,False,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,25,26,2026-04-09,2026-04-10,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:593s:4.86km,car:582s:4.86km,False,True,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,26,29,2026-04-10,2026-04-13,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:582s:4.86km,car:582s:4.86km,False,False,3,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,29,30,2026-04-13,2026-04-14,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:582s:4.86km,car:582s:4.86km,False,False,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,30,31,2026-04-14,2026-04-15,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:582s:4.86km,car:593s:4.86km,False,True,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,31,32,2026-04-15,2026-04-16,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:593s:4.86km,car:593s:4.86km,False,False,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,32,33,2026-04-16,2026-04-17,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:593s:4.86km,car:582s:4.86km,False,True,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,33,36,2026-04-17,2026-04-20,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:582s:4.86km,car:582s:4.86km,False,False,3,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,36,37,2026-04-20,2026-04-21,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:582s:4.86km,car:582s:4.86km,False,False,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,37,38,2026-04-21,2026-04-22,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:582s:4.86km,car:593s:4.86km,False,True,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,38,39,2026-04-22,2026-04-23,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:593s:4.86km,car:593s:4.86km,False,False,1,True,LLM,LLM,True
861500,77f5bd6b-782a-5308-9139-2015b61b767f,other,39,40,2026-04-23,2026-04-24,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:593s:4.86km,car:582s:4.86km,False,True,1,True,LLM,LLM,True
861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,Travail,2,3,2026-03-17,2026-03-18,1. Pré-choc (J1-7),Voiture Privée,Voiture Privée,car:236s:1.48km,car:241s:1.48km,False,True,1,True,LLM,LLM,True
861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,Travail,3,5,2026-03-18,2026-03-20,1. Pré-choc (J1-7),Voiture Privée,Voiture Privée,car:241s:1.48km,car:236s:1.48km,False,True,2,False,LLM,LLM,True
861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,Travail,5,9,2026-03-20,2026-03-24,2. Péri-choc (J8-9),Voiture Privée,Voiture Privée,car:236s:1.48km,car:236s:1.48km,False,False,4,False,LLM,LLM,True
861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,Travail,9,10,2026-03-24,2026-03-25,3. Post-choc immédiat (J10-14),Voiture Privée,Voiture Privée,car:236s:1.48km,car:241s:1.48km,False,True,1,True,LLM,LLM,True
861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,Travail,10,11,2026-03-25,2026-03-26,3. Post-choc immédiat (J10-14),Voiture Privée,Voiture Privée,car:241s:1.48km,car:236s:1.48km,False,True,1,True,LLM,LLM,True
861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,Travail,11,15,2026-03-26,2026-03-30,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:236s:1.48km,car:231s:1.48km,False,True,4,False,LLM,LLM,True
861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,Travail,15,16,2026-03-30,2026-03-31,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:231s:1.48km,car:236s:1.48km,False,True,1,True,LLM,LLM,True
861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,Travail,16,17,2026-03-31,2026-04-01,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:236s:1.48km,car:241s:1.48km,False,True,1,True,LLM,LLM,True
861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,Travail,17,18,2026-04-01,2026-04-02,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:241s:1.48km,car:236s:1.48km,False,True,1,True,LLM,LLM,True
861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,Travail,18,22,2026-04-02,2026-04-06,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:236s:1.48km,car:231s:1.48km,False,True,4,False,LLM,LLM,True
861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,Travail,22,23,2026-04-06,2026-04-07,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:231s:1.48km,car:236s:1.48km,False,True,1,True,LLM,LLM,True
861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,Travail,23,24,2026-04-07,2026-04-08,4. Post-choc tardif (J15-21+),Voiture Privée,Voiture Privée,car:236s:1.48km,car:241s:1.48km,False,True,1,True,LLM,LLM,True
861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,Travail,24,25,2026-04-08,2026-04-09,4. Post-choc tardif (J15-21+),Voiture Privée,Marche,car:241s:1.48km,foot:1232s:1.66km,True,True,1,True,LLM,LLM,True
861500,7b9a2ab2-029f-5e12-a426-13ffec608cc7,Travail,25,26,2026-04-09,2026-04-10,4. Post-choc tardif (J15-21+),Marche,Voiture Privée,foot:1232s:1.66km,car:236s:1.48km,True,True,1,True,LLM,LLM,True
