route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000009,OCESN105437F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1116:20261007,105437,1,28,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000023,OCESN105437F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1115:20261026,105437,1,29,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000024,OCESN105442F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1947:20260713,105442,1,30,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000025,OCESN105442F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1950:20261025,105442,1,31,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000026,OCESN105451F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2046:20261025,105451,1,32,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000007,OCESN105455F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2322:20260513,105455,1,33,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000027,OCESN105455F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2330:20261025,105455,1,34,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000028,OCESN105485F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1526:20261026,105485,1,35,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000029,OCESN105750F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2112:20261026,105750,1,36,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000030,OCESN106306F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1423:20261025,106306,0,37,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000031,OCESN106306F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1423:20261026,106306,0,38,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000032,OCESN106330F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:710:20260524,106330,0,39,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000033,OCESN106330F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:720:20261026,106330,0,40,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000034,OCESN106331F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:835:20261026,106331,0,41,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000035,OCESN106340F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1215:20260829,106340,0,42,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000036,OCESN106340F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1214:20260830,106340,0,43,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000037,OCESN106340F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1217:20261024,106340,0,44,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000038,OCESN106342F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1659:20260827,106342,0,45,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000039,OCESN106342F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1714:20261024,106342,0,46,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000040,OCESN106347F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2200:20260628,106347,0,47,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000041,OCESN106347F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2202:20261026,106347,0,48,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000006,OCESN106350F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:547:20261026,106350,0,49,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000003,OCESN106355F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1816:20260827,106355,0,50,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000042,OCESN106355F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1827:20261026,106355,0,51,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000002,OCESN106367F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1816:20260713,106367,0,52,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000039,OCESN106367F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1824:20261024,106367,0,53,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000028,OCESN106377F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1315:20261026,106377,0,54,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000028,OCESN106378F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1546:20261026,106378,0,55,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000026,OCESN106442F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1929:20261025,106442,0,56,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000008,OCESN106445F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1102:20260520,106445,0,57,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000007,OCESN106445F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1129:20260513,106445,0,58,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000043,OCESN106445F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1057:20261009,106445,0,59,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000044,OCESN106445F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1055:20261026,106445,0,60,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000045,OCESN106450F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2034:20261026,106450,0,61,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000046,OCESN106461F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2244:20261025,106461,0,62,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000028,OCESN106485F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1512:20261026,106485,0,63,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000047,OCESN106600F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:615:20261026,106600,0,64,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000048,OCESN107241F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2019:20261026,107241,1,65,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000049,OCESN107260F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1909:20260514,107260,1,66,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000050,OCESN107260F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1910:20260509,107260,1,67,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000051,OCESN107260F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1911:20260515,107260,1,68,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000052,OCESN107260F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1912:20261024,107260,1,69,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000051,OCESN107261F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:820:20260515,107261,1,70,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000053,OCESN107261F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:812:20260509,107261,1,71,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000002,OCESN107261F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:809:20260713,107261,1,72,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000054,OCESN107261F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:813:20261025,107261,1,73,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000028,OCESN107284F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1502:20261026,107284,1,74,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000014,OCESN107300F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:648:20260518,107300,1,75,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000055,OCESN107300F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:635:20261026,107300,1,76,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000028,OCESN107306F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1434:20261026,107306,1,77,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000056,OCESN107359F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:2145:20261026,107359,1,78,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000057,OCESN107455F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1816:20260705,107455,1,79,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000058,OCESN107455F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1815:20260510,107455,1,80,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000059,OCESN107455F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1813:20261026,107455,1,81,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000060,OCESN107486F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1145:20261024,107486,1,82,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000057,OCESN107494F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1300:20260705,107494,1,83,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000061,OCESN107494F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571240:87571000:2:1255:20261024,107494,1,84,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000062,OCESN108203F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1006:20260520,108203,0,85,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000063,OCESN108203F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1000:20260926,108203,0,86,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000011,OCESN108203F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1000:20261009,108203,0,87,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000064,OCESN108203F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:959:20261026,108203,0,88,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000065,OCESN108241F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2002:20261025,108241,0,89,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000066,OCESN108260F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:749:20261025,108260,0,90,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000028,OCESN108284F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1446:20261026,108284,0,91,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000067,OCESN108300F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:622:20261025,108300,0,92,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000056,OCESN108359F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:2125:20261026,108359,0,93,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000008,OCESN108440F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1039:20260520,108440,0,94,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000007,OCESN108440F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1107:20260513,108440,0,95,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000011,OCESN108440F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1032:20261009,108440,0,96,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000068,OCESN108440F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1033:20261026,108440,0,97,
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,000069,OCESN108444F1187_F:NAV:FR:Line::85d3579c-996b-4671-89af-839855ede78a::87571000:87571240:2:1741:20261025,108444,0,98,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000070,OCESN117756F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1112:20260523,117756,1,99,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000071,OCESN117756F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1112:20260714,117756,1,100,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000072,OCESN117756F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1112:20260514,117756,1,101,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000073,OCESN117758F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1311:20260711,117758,1,102,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000074,OCESN117758F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1311:20260714,117758,1,103,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000075,OCESN117758F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1311:20260523,117758,1,104,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000076,OCESN117758F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1311:20260514,117758,1,105,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000077,OCESN117760F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1511:20260913,117760,1,106,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000078,OCESN117760F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1511:20260614,117760,1,107,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000079,OCESN117760F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1511:20260621,117760,1,108,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000058,OCESN117760F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1522:20260510,117760,1,109,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000080,OCESN117760F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1511:20261016,117760,1,110,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000081,OCESN117762F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1711:20260621,117762,1,111,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000082,OCESN117762F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1711:20260714,117762,1,112,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000083,OCESN117762F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1711:20260927,117762,1,113,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000084,OCESN117762F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1711:20261016,117762,1,114,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000085,OCESN117762F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1711:20260718,117762,1,115,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000086,OCESN117764F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1911:20260621,117764,1,116,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000087,OCESN117764F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1911:20260906,117764,1,117,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000088,OCESN117764F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87723197:87713040:10:1911:20261016,117764,1,118,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000073,OCESN117769F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1244:20260711,117769,0,119,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000070,OCESN117769F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1244:20260523,117769,0,120,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000076,OCESN117769F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1245:20260514,117769,0,121,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000074,OCESN117769F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1245:20260714,117769,0,122,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000019,OCESN117769F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1244:20260501,117769,0,123,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000016,OCESN117769F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1244:20260508,117769,0,124,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000089,OCESN117769F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1244:20261017,117769,0,125,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000074,OCESN117771F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1449:20260714,117771,0,126,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000019,OCESN117771F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1444:20260501,117771,0,127,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000070,OCESN117771F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1444:20260523,117771,0,128,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000076,OCESN117771F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1444:20260514,117771,0,129,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000016,OCESN117771F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1449:20260508,117771,0,130,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000090,OCESN117771F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1444:20261017,117771,0,131,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000091,OCESN117773F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1644:20260514,117773,0,132,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000092,OCESN117773F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1644:20260621,117773,0,133,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000093,OCESN117773F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1644:20260523,117773,0,134,
FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084:,000094,OCESN117773F1187_F:TER:FR:Line::B10C45A0-C32C-4232-85F2-4BB81B810084::87713040:87723197:10:1644:20260531,117773,0,135,
