Référence,Trajet,ID Trajet,Mode de transport Choisi,Plus rapide,Modes proposés au LLM,P(Marche) %,P(Vélo) %,P(Voiture Privée) %,P(Transports_collectifs) %,P(Train) %,P(Deux-roues motorisé) %,P(Autres modes) %,Lieu de résidence,Genre,Âge,Occupation principale,Type de logement,Motifs de déplacement,Distance parcourue,Méthode de sélection,Contrainte de chaîne,Anticipation,Fournisseur & Modèle,Température,Mémoire à court terme,Mémoire à long terme,Filtre de perception,Traits de personnalité,Météo Température (°C),Météo Condition,Météo Précipitations (mm),Raisonnement,Retard planification (s),Heure de calcul,Temps simulé,Heure de départ,ID Personne,ID Activité,Source des propositions,Écartées (motifs),Identifiant lot,Index retenu,Options présentées,Origine de la décision,Options (descriptif),Choc,Jour relatif au choc,Rôle,Raison d'exposition
2026-09-25_21_50,11,122cee20-c3ae-4c23-9f6b-086482c8e203,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs | Marche,0.0,0.0,65.0,35.0,0.0,0.0,0.0,Toulouse,Homme,5,Pupil (up to Baccalaureate),Detached house,leisure,6.38,LLM,passager,meteo,rejeu:google_gemini31_key1,0,True,True,False,False,12.0,Clear/Sunny,0.0,"For a young child in a high-income household, the car is the most comfortable and direct mode, avoiding the complexity of multiple public transport transfers. [Répartition estimée : car 65% · public_transport 35% — mode tiré au sort.]",0,2026-09-25T21:10:16+00:00,1773665054,2026-03-16 12:44:14,1127257,dde2bd4d-5d3a-5dfd-8949-f04df5b6e8a5,en_vol:6,plafond:2,,0,6,direct,"0:car:818s:6.38km | 1:foot,bus,foot,bus,foot:2169s:5.98km | 2:foot,bus,foot,tram,foot:2190s:6.62km | 3:foot,bus,foot:2356s:5.91km | 4:foot,bus,foot,tram,foot:2862s:9.0km | 5:foot:4302s:5.77km",,,,
2026-09-25_21_50,12,02458dd8-0930-4fd2-9e98-418aa9dbbe25,Transports_collectifs,Transports_collectifs,Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs | Marche,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Toulouse,Femme,35,Full-time worker,Detached house,home,10.07,LLM,sortie_bloquee,,rejeu:google_gemini31_key2,0,True,True,False,False,13.0,Clear/Sunny,0.0,The user has a public transport pass and prefers the most direct rail-based connection to minimize travel time during the evening commute. [Répartition estimée : public_transport 100% — mode tiré au sort.],0,2026-09-25T21:10:16+00:00,1773686650,2026-03-16 18:51:36,1127260,67845bab-f4a5-5223-b147-b48368e5bb27,en_vol:6,plafond:1,,0,6,direct,"0:foot,rail,foot,metro,foot,bus,foot:3466s:10.07km | 1:foot,rail,foot,metro,foot:3774s:9.19km | 2:foot,rail,foot,bus,foot:3877s:9.98km | 3:foot,bus,foot,metro,foot:3906s:12.07km | 4:foot,bus,foot,bus,foot:3917s:11.6km | 5:foot:7196s:9.31km",,,,
2026-09-25_21_50,13,e924a252-d0fd-4779-aabf-4f97338d8859,Aucun,,,,,,,,,,Toulouse,Femme,8,Pupil (up to Baccalaureate),Detached house,leisure,0.0,Pas de déplacement (même localisation),,,,0,True,True,False,False,8.0,Clear/Sunny,0.0,"Can't find a suitable public transport plan, walk to the destination anyway",0,2026-09-25T21:10:16+00:00,1773696765,2026-03-16 21:32:45,1127258,d12f2c59-d45a-565a-8a10-4ee0b3e75946,,,,0,0,,,,,,
2026-09-25_21_50,14,7a6684f5-d69b-4664-b789-0cf3cb7b620a,Voiture Privée,Voiture Privée,Voiture Privée,,,,,,,,Toulouse,Homme,28,Full-time worker,Large apartment building,home,13.77,Un seul itinéraire disponible,retour_force,,,0,True,True,False,False,14.0,Clear/Sunny,0.0,"Un seul itinéraire disponible, sélection automatique",0,2026-09-25T21:10:16+00:00,1773678469,2026-03-16 16:27:49,1320713,a1098f90-7802-5ac2-b880-ad36bc0b4002,en_vol:1,"retour_force:foot,foot,bus,foot,foot,bus,foot,metro,foot,foot,bus,foot,metro,foot,bus,foot",,0,1,,0:car:1314s:13.77km,,,,
2026-09-25_21_50,15,9db5742d-4dd2-448d-afa9-6b77529e6400,Voiture Privée,Voiture Privée,Voiture Privée,,,,,,,,Toulouse,Homme,38,Full-time worker,Detached house,home,5.67,Un seul itinéraire disponible,retour_force,,,0,True,True,False,False,12.0,Clear/Sunny,0.0,"Un seul itinéraire disponible, sélection automatique",0,2026-09-25T21:10:16+00:00,1773663827,2026-03-16 12:23:47,1127259,f856d196-7072-5b19-8ff6-825c859e0bed,en_vol:1,"retour_force:foot,foot,bus,foot,foot,bus,foot,bus,foot",,0,1,,0:car:1956s:5.67km,,,,
2026-09-25_21_50,16,5c7ab361-338a-4275-88ea-da9578b56536,Transports_collectifs,Transports_collectifs,Transports_collectifs | Marche | Marche,5.0,0.0,0.0,95.0,0.0,0.0,0.0,Toulouse,Femme,28,Full-time worker,Large apartment building,home,4.66,LLM,sortie_bloquee,,rejeu:google_gemini31_key2,0,True,True,False,False,13.0,Clear/Sunny,0.0,"The metro option is significantly faster than walking, making it the only practical choice for a worker returning home after a long day, despite the cost of a ticket. [Répartition estimée : public_transport 95% · walking 5% — mode tiré au sort.]",0,2026-09-25T21:10:16+00:00,1773689810,2026-03-16 19:37:50,1320712,67dcee05-bed7-551d-adac-72ee31add09e,en_vol:3,,,0,3,direct,"0:foot,metro,foot:1654s:4.66km | 1:foot:3428s:4.35km | 2:foot:3508s:4.43km",,,,
2026-09-25_21_50,17,b8eefb00-4b7c-4e2d-b365-763f5f0ebbb8,Transports_collectifs,Voiture Privée,Voiture Privée | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs | Marche,0.0,0.0,50.0,50.0,0.0,0.0,0.0,Toulouse,Homme,5,Pupil (up to Baccalaureate),Detached house,home,9.77,LLM,,meteo,rejeu:google_gemini31_key2,0,True,True,False,False,14.0,Clear/Sunny,0.0,"As a young child, the efficiency and comfort of a private car are prioritized by the household to minimize travel time and exposure to complex public transport transfers. [Répartition estimée : car 50% · public_transport 50% — mode tiré au sort.]",0,2026-09-25T21:10:16+00:00,1773680145,2026-03-16 17:19:39,1127257,7a0fc137-6809-5ff0-ac34-26401acb16ad,en_vol:6,plafond:1,,1,6,direct,"0:car:1460s:10.16km | 1:foot,bus,foot,metro,foot,bus,foot:2983s:9.77km | 2:foot,bus,foot,bus,foot:3043s:9.25km | 3:foot,bus,foot:3981s:9.06km | 4:foot,bus,foot:4084s:9.92km | 5:foot:6331s:8.33km",,,,
2026-09-25_21_50,18,c767e089-5c8a-4e7b-bb6b-8a6d9f473728,Aucun,,,,,,,,,,Toulouse,Femme,8,Pupil (up to Baccalaureate),Detached house,home,0.0,Pas de déplacement (même localisation),,,,0,True,True,False,False,8.0,Clear/Sunny,0.0,"Can't find a suitable public transport plan, walk to the destination anyway",0,2026-09-25T21:10:16+00:00,1773705600,2026-03-17 00:00:00,1127258,853b7386-1894-59a0-ad47-4a6e7fff4ca9,,,,0,0,,,,,,
2026-09-25_21_50,19,fc68ce3c-992a-4af8-9f24-4abdffd47e6b,Voiture Privée,Voiture Privée,Voiture Privée | Vélo | Transports_collectifs | Train | Transports_collectifs | Marche,0.0,10.0,70.0,15.0,5.0,0.0,0.0,Toulouse,Homme,28,Full-time worker,Large apartment building,leisure,13.52,LLM,,agenda,rejeu:google_gemini31_key1,0,True,True,False,False,13.0,Clear/Sunny,0.0,"Despite his low income, the significant distance and late hour make the car the most practical and reliable choice for this leisure trip, as public transport options are slow and involve multiple transfers. [Répartition estimée : car 70% · public_transport 15% · cycling 10% · train 5% — mode tiré au sort.]",0,2026-09-25T21:10:16+00:00,1773691228,2026-03-16 20:00:28,1320713,2d731948-9fe2-5c5c-bdcd-2fe038f8e6e2,en_vol:6,plafond:3,,0,6,direct,"0:car:1331s:13.52km | 1:bicycle:2852s:13.26km | 2:foot,rail,foot,bus,foot:3468s:18.42km | 3:foot,rail,foot:4034s:16.75km | 4:foot,bus,foot,bus,foot:4069s:16.7km | 5:foot:9203s:12.49km",,,,
2026-09-25_21_50,20,b907ed36-ab15-481a-98b8-f6d18bb56a92,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs | Marche,0.0,0.0,75.0,25.0,0.0,0.0,0.0,Toulouse,Homme,38,Full-time worker,Detached house,Travail,4.72,LLM,,agenda,rejeu:google_gemini31_key1,0,True,True,False,False,12.0,Clear/Sunny,0.0,"As a full-time worker with a high income, Timothée prioritizes the efficiency, schedule control, and time-saving benefits of his car over the complexity and longer duration of public transport. [Répartition estimée : car 75% · public_transport 25% — mode tiré au sort.]",0,2026-09-25T21:10:16+00:00,1773670722,2026-03-16 14:18:42,1127259,4c495971-2a20-5c14-ad83-a32b327b8f80,en_vol:6,plafond:1,,0,6,direct,"0:car:1075s:4.72km | 1:foot,bus,foot,bus,foot:1702s:6.24km | 2:foot,bus,foot:1845s:4.88km | 3:foot,bus,foot:1917s:5.89km | 4:foot,bus,foot:1955s:7.22km | 5:foot:3551s:4.67km",,,,
2026-09-25_21_50,21,d0866b12-ac66-43a4-9d90-374a9676d872,Voiture Privée,Voiture Privée,Voiture Privée,,,,,,,,Toulouse,Homme,38,Full-time worker,Detached house,home,5.67,Un seul itinéraire disponible,retour_force,,,0,True,True,False,False,13.0,Clear/Sunny,0.0,"Un seul itinéraire disponible, sélection automatique",0,2026-09-25T21:10:16+00:00,1773691391,2026-03-16 20:03:11,1127259,49442d60-0794-56c8-808c-cc50aee683d2,en_vol:1,"retour_force:foot,foot,bus,foot,foot,bus,foot,bus,foot",,0,1,,0:car:1987s:5.67km,,,,
2026-09-25_21_50,22,0a29291b-6c5e-4389-b4ff-30ed48dfcd4b,Voiture Privée,Voiture Privée,Voiture Privée,,,,,,,,Toulouse,Homme,28,Full-time worker,Large apartment building,home,14.02,Un seul itinéraire disponible,retour_force,,,0,True,True,False,False,8.0,Clear/Sunny,0.0,"Un seul itinéraire disponible, sélection automatique",0,2026-09-25T21:10:16+00:00,1773697925,2026-03-16 21:52:05,1320713,7f6046cd-7ecf-5b5e-81b5-7a83fca60cbd,en_vol:1,"retour_force:foot,foot,bus,foot,bus,foot,foot,bus,foot,metro,foot",,0,1,,0:car:1335s:14.02km,,,,
2026-09-25_21_50,23,c0d75ad5-d88f-4d18-ad2b-4eaa39a97cc4,Transports_collectifs,Voiture Privée,Voiture Privée | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs | Marche,0.0,0.0,50.0,50.0,0.0,0.0,0.0,Toulouse,Femme,35,Full-time worker,Detached house,Travail,10.19,LLM,,agenda,rejeu:google_gemini31_key2,0,True,True,False,False,6.0,Clear/Sunny,0.0,"As a full-time worker with a high income, Julie prioritizes time efficiency and schedule control, making the car the most attractive option to avoid the complexity and duration of multi-transfer public transport. [Répartition estimée : car 50% · public_transport 50% — mode tiré au sort.]",0,2026-09-25T21:11:04+00:00,1773731419,2026-03-17 07:16:37,1127260,54f77f6b-7191-5f01-80af-c87b3136e8ac,en_vol:6,plafond:2,,1,6,direct,"0:car:1531s:11.39km | 1:foot,bus,foot,metro,foot,rail,foot:3047s:10.19km | 2:foot,bus,foot,rail,foot:3397s:9.48km | 3:foot,bus,foot,metro,foot,bus,bus,foot:3826s:11.31km | 4:foot,metro,foot,bus,bus,foot:4143s:11.73km | 5:foot:7196s:9.31km",,,,
2026-09-25_21_50,24,6563562b-d896-49fb-ab34-e88c6b8e86d6,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Transports_collectifs | Transports_collectifs | Marche | Marche,0.0,0.0,85.0,15.0,0.0,0.0,0.0,Toulouse,Homme,5,Pupil (up to Baccalaureate),Detached house,Etude,7.89,LLM,passager,meteo,rejeu:google_gemini31_key1,0,True,True,False,False,6.0,Clear/Sunny,0.0,"As a young child, Richard relies on his parents for transport, and given the high-income household and his preference for the comfort and warmth of the car, the car is the overwhelmingly preferred option over long, complex public transport commutes. [Répartition estimée : car 85% · public_transport 15% — mode tiré au sort.]",0,2026-09-25T21:12:20+00:00,1773734823,2026-03-17 08:07:03,1127257,ec53699b-d5e2-5ef2-9f34-bb24d116e2da,en_vol:6,,,0,6,direct,"0:car:1496s:7.89km | 1:foot,bus,foot,metro,foot,bus,foot:3108s:9.29km | 2:foot,metro,foot,bus,foot:3327s:8.2km | 3:foot,metro,foot,rail,foot:3586s:8.4km | 4:foot:5961s:7.63km | 5:foot:6146s:7.6km",,,,
2026-09-25_21_50,25,9a462c63-b3a3-4f7e-a84b-e52bec212485,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Marche | Marche,0.0,0.0,95.0,5.0,0.0,0.0,0.0,Toulouse,Homme,38,Full-time worker,Detached house,other,4.49,LLM,,agenda,rejeu:google_gemini31_key1,0,True,True,False,False,6.0,Clear/Sunny,0.0,"As a busy professional with a tight schedule and multiple trips planned throughout the day, Timothée prioritizes the efficiency, reliability, and schedule control of his private vehicle over walking or public transport. [Répartition estimée : car 95% · public_transport 5% — mode tiré au sort.]",0,2026-09-25T21:12:41+00:00,1773730473,2026-03-17 06:54:33,1127259,582a4bac-fb12-59aa-a2e9-7f8ab43b5011,en_vol:4,,,0,4,direct,"0:car:509s:4.49km | 1:foot,bus,foot:1418s:4.55km | 2:foot:2786s:3.81km | 3:foot:3022s:3.88km",,,,
2026-09-25_21_50,26,1690e0ea-c32b-420a-97b6-85eb65a618c6,Voiture Privée,Voiture Privée,Voiture Privée | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs | Marche,0.0,0.0,70.0,30.0,0.0,0.0,0.0,Toulouse,Homme,5,Pupil (up to Baccalaureate),Detached house,leisure,6.38,LLM,passager,meteo,rejeu:google_gemini31_key1,0,True,True,False,False,15.0,Clear/Sunny,0.0,"As a young child, Richard strongly prefers the comfort, warmth, and speed of the car, which aligns with his established habit of being driven by his parents for leisure and school trips. [Répartition estimée : car 70% · public_transport 30% — mode tiré au sort.]",0,2026-09-25T21:13:43+00:00,1773751454,2026-03-17 12:44:14,1127257,dde2bd4d-5d3a-5dfd-8949-f04df5b6e8a5,en_vol:6,plafond:2,,0,6,direct,"0:car:847s:6.38km | 1:foot,bus,foot,bus,foot:2169s:5.98km | 2:foot,bus,foot,tram,foot:2190s:6.62km | 3:foot,bus,foot:2356s:5.91km | 4:foot,bus,foot,tram,foot:2862s:9.0km | 5:foot:4302s:5.77km",,,,
2026-09-25_21_50,27,01af049a-c7bf-403a-b141-559eedde863f,Vélo,Voiture Privée,Voiture Privée | Vélo | Transports_collectifs | Marche | Marche,30.0,60.0,5.0,5.0,0.0,0.0,0.0,Toulouse,Femme,28,Full-time worker,Large apartment building,Travail,2.75,LLM,,agenda,rejeu:google_gemini31_key1,0,True,True,False,False,9.0,Clear/Sunny,0.0,"Given her low income and the pleasant weather, the bicycle offers the best balance of speed and cost-efficiency for her commute, while walking remains a viable but slower alternative. [Répartition estimée : cycling 60% · walking 30% · car 5% · public_transport 5% — mode tiré au sort.]",0,2026-09-25T21:13:52+00:00,1773746265,2026-03-17 11:17:45,1320712,009202af-6a35-5f1f-9f31-c0b327836c0f,en_vol:5,,,1,5,direct,"0:car:482s:2.91km | 1:bicycle:787s:2.75km | 2:foot,metro,foot:1037s:2.22km | 3:foot:1697s:2.12km | 4:foot:1788s:2.22km",,,,
2026-09-25_21_50,28,d57ee909-c4cf-4017-8f68-dfacd845e7a3,Transports_collectifs,Transports_collectifs,Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs | Transports_collectifs | Marche,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Toulouse,Femme,35,Full-time worker,Detached house,home,10.07,LLM,sortie_bloquee,,rejeu:google_gemini31_key1,0,True,True,False,False,16.0,Clear/Sunny,0.0,"Julie prioritizes reliability and efficiency for her commute, and based on her positive history with the C16 train and Metro A combination, option 1 is the most consistent choice despite the transfer. [Répartition estimée : public_transport 100% — mode tiré au sort.]",0,2026-09-25T21:14:14+00:00,1773773050,2026-03-17 18:51:36,1127260,67845bab-f4a5-5223-b147-b48368e5bb27,en_vol:6,plafond:1,,0,6,direct,"0:foot,rail,foot,metro,foot,bus,foot:3466s:10.07km | 1:foot,rail,foot,metro,foot:3774s:9.19km | 2:foot,rail,foot,bus,foot:3877s:9.98km | 3:foot,bus,foot,metro,foot:3906s:12.07km | 4:foot,bus,foot,bus,foot:3917s:11.6km | 5:foot:7196s:9.31km",,,,
